Local Time,NO,NO2,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,CO,NH3
2025-07-09 13:00:00+05:30,2.5,14.2,0.00958,47.8,68.5,13.6,31.5,218.0,,,,,
2025-07-09 14:00:00+05:30,2.2,11.2,0.00775,45.9,66.3,12.9,32.2,206.0,,,,,
2025-07-09 15:00:00+05:30,1.83,10.3,0.00695,52.3,66.8,5.3,32.5,203.0,,,,,
2025-07-09 16:00:00+05:30,1.93,9.63,0.00673,59.1,66.5,4.9,32.5,195.0,,,,,
2025-07-09 17:00:00+05:30,1.58,11.5,0.00735,60.7,65.8,4.63,32.2,189.0,,,,,
2025-07-09 18:00:00+05:30,1.78,30.9,0.0179,78.3,67.5,4.85,31.0,170.0,,,,,
2025-07-09 19:00:00+05:30,2.3,37.7,0.0219,71.5,70.3,14.8,29.6,177.0,,,,,
2025-07-09 20:00:00+05:30,1.48,17.3,0.0104,46.1,80.5,14.8,25.1,178.0,,,,,
2025-07-09 21:00:00+05:30,1.28,13.2,0.00803,32.3,89.5,10.4,22.9,215.0,,,,,
2025-07-09 22:00:00+05:30,1.18,13.6,0.0082,32.6,91.8,6.08,22.3,203.0,,,,,
2025-07-09 23:00:00+05:30,1.38,21.7,0.0127,35.6,92.0,0.3,22.4,200.0,,,,,
2025-07-10 00:00:00+05:30,1.93,27.3,0.0161,34.5,93.0,,22.1,146.0,,,,,
2025-07-10 01:00:00+05:30,1.55,16.0,0.00975,37.1,93.0,11.3,22.1,139.0,,,,,
2025-07-10 02:00:00+05:30,0.975,14.8,0.00865,24.1,93.0,13.4,22.1,126.0,,,,,
2025-07-10 03:00:00+05:30,1.7,15.5,0.00965,104.0,93.0,34.4,22.0,143.0,,,,,
2025-07-10 04:00:00+05:30,1.8,15.7,0.00987,32.0,93.0,32.3,21.9,132.0,,,,,
2025-07-10 05:00:00+05:30,1.65,9.95,0.0066,24.0,93.0,26.6,21.9,142.0,,,,,
2025-07-10 06:00:00+05:30,1.03,10.2,0.0062,28.3,93.0,20.8,21.6,163.0,,,,,
2025-07-10 07:00:00+05:30,1.7,17.7,0.0108,34.1,93.0,12.3,22.0,198.0,,,,,
2025-07-10 08:00:00+05:30,1.73,16.7,0.0103,35.2,93.0,10.9,22.4,207.0,,,,,
2025-07-10 09:00:00+05:30,3.83,23.1,0.0154,33.2,92.5,9.4,23.0,163.0,,,,,
2025-07-10 10:00:00+05:30,3.9,25.7,0.0169,32.1,92.0,12.4,23.4,196.0,,,,,
2025-07-10 11:00:00+05:30,2.75,24.6,0.0154,33.7,92.0,28.6,23.0,161.0,,,,,
2025-07-10 12:00:00+05:30,2.45,18.5,0.0118,33.4,91.5,31.6,24.4,159.0,,,,,
2025-07-10 13:00:00+05:30,3.03,20.7,0.0135,39.9,90.3,24.7,24.1,152.0,,,,,
2025-07-10 14:00:00+05:30,2.48,16.9,0.011,33.5,90.0,20.3,24.5,141.0,,,,,
2025-07-10 15:00:00+05:30,2.23,15.3,0.00998,45.1,86.3,14.9,26.1,195.0,,,,,
2025-07-10 16:00:00+05:30,1.23,13.0,0.0079,51.2,80.3,14.3,27.3,210.0,,,,,
2025-07-10 17:00:00+05:30,1.0,8.6,0.00538,49.6,77.0,13.0,27.6,191.0,,,,,
2025-07-10 18:00:00+05:30,1.97,12.8,0.0084,43.9,79.0,13.7,26.8,179.0,,,,,
2025-07-10 19:00:00+05:30,2.38,17.6,0.0113,38.4,81.0,20.8,26.3,125.0,,,,,
2025-07-10 20:00:00+05:30,1.65,29.5,0.017,31.5,83.5,21.1,25.4,54.8,,,,,
2025-07-10 21:00:00+05:30,2.98,36.9,0.022,21.1,86.8,23.4,24.8,145.0,,,,,
2025-07-10 22:00:00+05:30,8.33,42.4,0.0293,20.2,88.0,22.2,24.5,325.0,,,,,
2025-07-10 23:00:00+05:30,19.5,36.3,0.0352,25.1,88.5,19.7,24.7,223.0,,,,,
2025-07-11 00:00:00+05:30,21.1,31.8,0.034,24.4,89.0,21.3,24.5,218.0,,,,,
2025-07-11 01:00:00+05:30,34.3,36.0,0.047,25.4,89.0,15.5,24.7,191.0,,,,,
2025-07-11 02:00:00+05:30,31.7,31.2,0.0424,16.8,89.3,18.4,24.5,179.0,,,,,
2025-07-11 03:00:00+05:30,28.9,31.0,0.04,30.3,90.3,48.5,23.9,171.0,,,,,
2025-07-11 04:00:00+05:30,39.8,29.0,0.0478,31.1,91.0,42.6,23.9,178.0,,,,,
2025-07-11 05:00:00+05:30,35.6,22.8,0.0411,29.2,91.0,35.1,23.9,183.0,,,,,
2025-07-11 06:00:00+05:30,23.8,20.0,0.03,21.1,92.0,31.0,23.8,202.0,,,,,
2025-07-11 07:00:00+05:30,34.9,25.2,0.0418,25.5,91.5,22.9,24.6,209.0,,,,,
2025-07-11 08:00:00+05:30,25.9,46.0,0.0456,26.5,87.8,23.8,26.4,205.0,,,,,
2025-07-11 09:00:00+05:30,9.05,45.1,0.0313,28.1,80.3,22.5,27.9,198.0,,,,,
2025-07-11 10:00:00+05:30,3.35,30.2,0.0188,33.0,74.0,20.3,29.4,193.0,,,,,
2025-07-11 11:00:00+05:30,1.78,16.1,0.01,45.7,70.5,30.6,30.4,201.0,,,,,
2025-07-11 12:00:00+05:30,1.63,12.2,0.00778,35.8,81.0,32.5,25.7,209.0,,,,,
2025-07-11 13:00:00+05:30,1.93,13.2,0.00858,32.4,82.0,28.0,26.7,172.0,,,,,
2025-07-11 14:00:00+05:30,2.5,18.3,0.0118,33.9,83.3,24.4,27.0,216.0,,,,,
2025-07-11 15:00:00+05:30,1.75,14.1,0.00895,48.1,77.0,15.0,29.0,201.0,,,,,
2025-07-11 16:00:00+05:30,1.35,15.0,0.00908,53.4,69.8,13.8,30.7,201.0,,,,,
2025-07-11 17:00:00+05:30,1.3,18.1,0.0107,58.8,68.3,6.85,31.0,196.0,,,,,
2025-07-11 18:00:00+05:30,1.4,18.5,0.0109,59.5,69.5,6.8,30.3,193.0,,,,,
2025-07-11 19:00:00+05:30,1.6,26.1,0.0152,48.7,72.8,1.5,29.2,177.0,,,,,
2025-07-11 20:00:00+05:30,1.53,41.8,0.0235,45.4,75.0,3.3,28.3,109.0,,,,,
2025-07-11 21:00:00+05:30,1.7,49.2,0.0276,30.4,79.8,6.1,27.1,206.0,,,,,
2025-07-11 22:00:00+05:30,3.68,66.9,0.0386,24.1,84.3,10.3,26.4,190.0,,,,,
2025-07-11 23:00:00+05:30,3.95,65.6,0.0381,26.6,86.0,4.65,26.5,210.0,,,,,
2025-07-12 00:00:00+05:30,5.03,54.3,0.033,26.1,86.3,5.4,26.2,231.0,,,,,
2025-07-12 01:00:00+05:30,8.8,54.0,0.0359,26.3,87.0,18.9,26.2,225.0,,,,,
2025-07-12 02:00:00+05:30,2.63,40.9,0.0239,14.4,87.0,19.0,25.6,207.0,,,,,
2025-07-12 03:00:00+05:30,1.9,34.2,0.0198,33.1,87.3,33.2,25.3,170.0,,,,,
2025-07-12 04:00:00+05:30,2.35,29.7,0.0177,25.8,88.3,24.0,25.1,151.0,,,,,
2025-07-12 05:00:00+05:30,5.0,25.9,0.0178,24.1,89.0,19.0,24.9,199.0,,,,,
2025-07-12 06:00:00+05:30,4.45,24.5,0.0167,20.8,90.0,18.6,24.6,166.0,,,,,
2025-07-12 07:00:00+05:30,24.7,20.5,0.0309,25.2,90.0,10.1,25.3,210.0,,,,,
2025-07-12 08:00:00+05:30,14.9,35.5,0.031,26.8,88.5,12.1,26.1,215.0,,,,,
2025-07-12 09:00:00+05:30,5.83,24.5,0.0178,28.0,82.5,12.3,28.1,225.0,,,,,
2025-07-12 10:00:00+05:30,3.13,23.2,0.0149,30.4,77.0,14.4,29.5,207.0,,,,,
2025-07-12 11:00:00+05:30,2.18,27.6,0.0165,30.7,71.5,31.0,31.2,187.0,,,,,
2025-07-12 12:00:00+05:30,1.58,19.3,0.0115,106.0,66.8,37.4,32.3,188.0,,,,,
2025-07-12 13:00:00+05:30,1.3,13.9,0.00845,85.4,63.8,33.3,33.3,203.0,,,,,
2025-07-12 14:00:00+05:30,1.23,13.7,0.00828,80.4,65.0,27.9,32.6,191.0,,,,,
2025-07-12 15:00:00+05:30,1.93,20.9,0.0127,60.9,73.3,14.7,31.3,214.0,,,,,
2025-07-12 16:00:00+05:30,1.5,17.1,0.0103,70.9,73.3,27.3,30.5,202.0,,,,,
2025-07-12 17:00:00+05:30,1.88,22.4,0.0135,45.0,78.5,33.5,27.5,129.0,,,,,
2025-07-12 18:00:00+05:30,1.65,24.1,0.0142,42.8,87.5,35.2,24.8,144.0,,,,,
2025-07-12 19:00:00+05:30,2.53,40.3,0.0235,32.5,89.8,35.2,24.5,142.0,,,,,
2025-07-12 20:00:00+05:30,5.3,63.4,0.0381,17.6,91.0,37.5,25.0,182.0,,,,,
2025-07-12 21:00:00+05:30,3.08,34.7,0.0209,26.5,90.8,35.2,24.4,171.0,,,,,
2025-07-12 22:00:00+05:30,2.05,33.3,0.0194,14.4,91.0,28.4,24.3,202.0,,,,,
2025-07-12 23:00:00+05:30,3.63,36.9,0.0225,22.6,91.0,20.4,24.5,230.0,,,,,
2025-07-13 00:00:00+05:30,4.13,33.4,0.0211,23.2,91.0,18.7,24.7,185.0,,,,,
2025-07-13 01:00:00+05:30,3.0,32.3,0.0196,22.6,91.0,17.5,24.7,199.0,,,,,
2025-07-13 02:00:00+05:30,6.75,28.4,0.0206,32.2,91.0,17.9,24.6,214.0,,,,,
2025-07-13 03:00:00+05:30,18.3,28.5,0.03,19.0,92.0,30.6,24.4,211.0,,,,,
2025-07-13 04:00:00+05:30,21.8,24.7,0.0308,20.0,92.0,29.8,24.4,188.0,,,,,
2025-07-13 05:00:00+05:30,32.3,26.7,0.0404,21.3,92.0,29.1,24.2,194.0,,,,,
2025-07-13 06:00:00+05:30,28.3,26.2,0.0369,16.1,92.5,25.6,24.3,155.0,,,,,
2025-07-13 07:00:00+05:30,18.4,27.6,0.0296,22.9,92.0,19.2,24.6,164.0,,,,,
2025-07-13 08:00:00+05:30,8.67,29.9,0.0229,21.7,90.0,15.4,25.4,172.0,,,,,
2025-07-13 09:00:00+05:30,3.43,26.5,0.0169,21.9,84.0,16.0,26.8,147.0,,,,,
2025-07-13 10:00:00+05:30,3.2,23.9,0.0153,23.9,74.8,14.9,28.8,163.0,,,,,
2025-07-13 11:00:00+05:30,2.5,28.6,0.0172,81.3,74.8,25.0,28.7,178.0,,,,,
2025-07-13 12:00:00+05:30,2.68,21.9,0.0138,28.7,81.8,21.5,26.8,194.0,,,,,
2025-07-13 13:00:00+05:30,2.28,16.7,0.0107,37.0,79.0,20.3,28.7,186.0,,,,,
2025-07-13 14:00:00+05:30,1.7,15.4,0.00955,36.8,74.8,15.7,29.5,208.0,,,,,
2025-07-13 15:00:00+05:30,1.6,17.8,0.0108,50.2,76.3,10.3,29.9,216.0,,,,,
2025-07-13 16:00:00+05:30,1.9,22.4,0.0135,62.7,70.7,9.5,31.2,155.0,,,,,
2025-07-13 17:00:00+05:30,1.7,17.9,0.0109,47.7,64.0,6.65,31.8,165.0,,,,,
2025-07-13 18:00:00+05:30,1.63,21.8,0.0129,45.1,65.8,8.2,31.7,162.0,,,,,
2025-07-13 19:00:00+05:30,3.3,38.2,0.023,35.2,67.8,13.9,30.9,113.0,,,,,
2025-07-13 20:00:00+05:30,2.2,11.1,0.00777,40.3,79.7,14.5,24.6,172.0,,,,,
2025-07-13 21:00:00+05:30,1.5,19.8,0.0118,24.1,89.3,10.1,22.7,213.0,,,,,
2025-07-13 22:00:00+05:30,4.63,31.7,0.0206,19.1,90.8,8.48,23.1,97.0,,,,,
2025-07-13 23:00:00+05:30,3.23,36.9,0.0223,22.7,90.8,5.28,23.5,121.0,,,,,
2025-07-14 00:00:00+05:30,8.93,38.1,0.0276,22.7,91.0,5.17,23.7,179.0,,,,,
2025-07-14 01:00:00+05:30,13.7,33.3,0.0288,23.2,92.0,12.3,24.0,166.0,,,,,
2025-07-14 02:00:00+05:30,16.0,34.7,0.0314,17.9,92.0,13.3,24.1,157.0,,,,,
2025-07-14 03:00:00+05:30,2.05,39.2,0.0225,27.5,91.8,35.0,24.3,100.0,,,,,
2025-07-14 04:00:00+05:30,2.05,21.3,0.013,23.6,88.8,25.6,23.8,97.8,,,,,
2025-07-14 05:00:00+05:30,1.88,20.2,0.0123,21.4,87.3,18.5,24.0,108.0,,,,,
2025-07-14 06:00:00+05:30,3.35,31.3,0.0194,16.0,87.0,13.4,24.0,117.0,,,,,
2025-07-14 07:00:00+05:30,2.3,17.4,0.0111,23.1,86.3,5.6,24.6,124.0,,,,,
2025-07-14 08:00:00+05:30,2.8,17.0,0.0113,24.8,86.3,6.9,24.9,138.0,,,,,
2025-07-14 09:00:00+05:30,3.35,15.8,0.0111,24.5,88.8,6.35,24.5,142.0,,,,,
2025-07-14 10:00:00+05:30,3.53,17.0,0.0119,32.5,89.0,5.63,24.7,142.0,,,,,
2025-07-14 11:00:00+05:30,2.95,15.6,0.0107,39.8,84.8,20.9,26.3,165.0,,,,,
2025-07-14 12:00:00+05:30,2.6,10.3,0.00765,34.7,80.0,20.8,27.0,157.0,,,,,
2025-07-14 13:00:00+05:30,2.53,11.4,0.00813,38.2,76.5,16.8,28.2,171.0,,,,,
2025-07-14 14:00:00+05:30,2.25,11.8,0.0081,35.1,74.0,15.0,28.9,160.0,,,,,
2025-07-14 15:00:00+05:30,2.25,12.2,0.0083,30.5,70.3,,30.2,171.0,,,,,
2025-07-14 16:00:00+05:30,2.65,12.6,0.00885,40.0,68.3,,30.6,168.0,,,,,
2025-07-14 17:00:00+05:30,2.33,11.5,0.00798,42.4,68.8,,30.4,158.0,,,,,
2025-07-14 18:00:00+05:30,2.8,12.1,0.0086,44.2,70.3,,29.8,175.0,,,,,
2025-07-14 19:00:00+05:30,1.65,13.3,0.00843,46.6,81.5,25.1,25.4,175.0,,,,,
2025-07-14 20:00:00+05:30,2.3,23.2,0.0142,39.5,89.8,13.1,23.4,154.0,,,,,
2025-07-14 21:00:00+05:30,1.95,22.7,0.0137,32.0,91.0,10.5,23.6,141.0,,,,,
2025-07-14 22:00:00+05:30,1.68,19.5,0.0117,20.8,92.0,8.48,23.4,153.0,,,,,
2025-07-14 23:00:00+05:30,2.13,16.5,0.0105,25.9,92.0,4.13,23.4,146.0,,,,,
2025-07-15 00:00:00+05:30,1.7,16.7,0.0103,29.0,92.0,2.97,23.3,145.0,,,,,
2025-07-15 01:00:00+05:30,1.5,12.1,0.0076,30.4,92.0,10.6,23.2,149.0,,,,,
2025-07-15 02:00:00+05:30,1.7,9.1,0.0062,20.5,92.0,12.2,23.2,146.0,,,,,
2025-07-15 03:00:00+05:30,2.1,12.7,0.00845,34.1,92.0,29.4,23.2,148.0,,,,,
2025-07-15 04:00:00+05:30,1.88,8.1,0.00585,33.3,92.0,20.1,23.2,142.0,,,,,
2025-07-15 05:00:00+05:30,1.25,6.03,0.0042,27.4,92.0,16.6,23.1,137.0,,,,,
2025-07-15 06:00:00+05:30,1.38,6.9,0.00478,21.4,92.0,13.5,23.1,152.0,,,,,
2025-07-15 07:00:00+05:30,2.23,9.98,0.0071,30.5,91.8,8.78,23.3,137.0,,,,,
2025-07-15 08:00:00+05:30,2.78,12.3,0.00883,28.7,90.5,7.75,24.1,168.0,,,,,
2025-07-15 09:00:00+05:30,2.9,11.3,0.0084,29.6,87.0,7.95,25.2,160.0,,,,,
2025-07-15 10:00:00+05:30,3.15,12.0,0.00893,41.9,82.5,9.1,26.5,163.0,,,,,
2025-07-15 11:00:00+05:30,3.3,12.8,0.0095,44.9,75.0,16.6,29.0,161.0,,,,,
2025-07-15 12:00:00+05:30,2.33,8.85,0.0066,43.6,68.0,16.5,30.9,150.0,,,,,
2025-07-15 13:00:00+05:30,2.35,9.2,0.0068,44.7,67.0,15.7,31.4,159.0,,,,,
2025-07-15 14:00:00+05:30,2.53,8.95,0.00685,37.7,64.3,14.8,32.1,160.0,,,,,
2025-07-15 15:00:00+05:30,2.43,10.1,0.00733,36.2,67.3,11.5,30.8,193.0,,,,,
2025-07-15 16:00:00+05:30,2.37,10.4,0.0075,32.3,74.3,10.9,28.6,219.0,,,,,
2025-07-15 17:00:00+05:30,2.28,11.0,0.00768,33.8,76.8,11.2,27.7,200.0,,,,,
2025-07-15 18:00:00+05:30,2.48,12.4,0.00865,43.2,75.8,12.4,28.3,195.0,,,,,
2025-07-15 19:00:00+05:30,1.98,13.5,0.00878,38.6,78.8,14.2,27.5,188.0,,,,,
2025-07-15 20:00:00+05:30,2.25,18.7,0.0118,31.1,81.8,15.5,26.8,134.0,,,,,
2025-07-15 21:00:00+05:30,2.77,21.7,0.0137,29.0,82.3,13.3,26.4,150.0,,,,,
2025-07-15 22:00:00+05:30,2.55,22.8,0.0142,21.8,84.8,12.8,26.1,156.0,,,,,
2025-07-15 23:00:00+05:30,1.9,17.5,0.0109,29.6,86.5,9.45,25.4,142.0,,,,,
2025-07-16 00:00:00+05:30,1.83,13.2,0.0085,28.4,87.7,9.6,25.0,128.0,,,,,
2025-07-16 01:00:00+05:30,2.05,16.2,0.0103,24.3,88.0,9.65,25.0,109.0,,,,,
2025-07-16 02:00:00+05:30,1.8,14.1,0.00895,24.1,88.5,6.98,25.1,121.0,,,,,
2025-07-16 03:00:00+05:30,1.9,18.4,0.0114,30.2,89.0,22.8,24.9,143.0,,,,,
2025-07-16 04:00:00+05:30,2.33,13.9,0.00928,22.6,89.0,18.4,24.8,168.0,,,,,
2025-07-16 05:00:00+05:30,1.93,12.4,0.0082,22.7,89.0,15.4,24.6,113.0,,,,,
2025-07-16 06:00:00+05:30,1.83,13.9,0.00883,16.2,89.8,12.7,24.6,84.8,,,,,
2025-07-16 07:00:00+05:30,3.88,16.4,0.0119,26.4,90.0,9.4,25.1,117.0,,,,,
2025-07-16 08:00:00+05:30,5.48,17.0,0.0135,24.8,87.5,9.73,26.6,164.0,,,,,
2025-07-16 09:00:00+05:30,2.6,13.4,0.00925,28.8,81.3,11.6,28.7,182.0,,,,,
2025-07-16 10:00:00+05:30,2.63,14.4,0.00983,52.2,78.0,12.1,29.0,184.0,,,,,
2025-07-16 11:00:00+05:30,2.73,11.8,0.0085,47.3,73.0,14.5,30.9,171.0,,,,,
2025-07-16 12:00:00+05:30,1.6,12.6,0.00803,47.8,70.3,21.7,31.5,173.0,,,,,
2025-07-16 13:00:00+05:30,2.38,16.1,0.0105,43.9,73.5,25.4,29.9,181.0,,,,,
2025-07-16 14:00:00+05:30,2.45,14.5,0.00968,38.6,87.3,24.5,24.5,183.0,,,,,
2025-07-16 15:00:00+05:30,2.7,15.3,0.0103,30.2,86.8,24.3,27.0,153.0,,,,,
2025-07-16 16:00:00+05:30,2.43,11.3,0.008,45.6,78.5,24.0,29.9,149.0,,,,,
2025-07-16 17:00:00+05:30,1.98,12.1,0.00805,46.5,74.5,24.9,30.4,170.0,,,,,
2025-07-16 18:00:00+05:30,2.8,25.4,0.0158,39.2,79.5,29.1,27.2,139.0,,,,,
2025-07-16 19:00:00+05:30,2.78,25.5,0.0158,35.7,81.8,31.8,26.5,121.0,,,,,
2025-07-16 20:00:00+05:30,3.43,40.1,0.0241,24.3,83.8,32.5,26.0,123.0,,,,,
2025-07-16 21:00:00+05:30,3.78,45.4,0.0272,21.0,85.5,33.3,25.8,133.0,,,,,
2025-07-16 22:00:00+05:30,6.98,45.6,0.0299,16.2,86.0,33.2,25.7,128.0,,,,,
2025-07-16 23:00:00+05:30,6.23,43.8,0.0284,24.2,87.0,26.8,25.6,122.0,,,,,
2025-07-17 00:00:00+05:30,2.85,37.1,0.022,23.9,87.0,25.5,25.6,167.0,,,,,
2025-07-17 01:00:00+05:30,3.1,32.5,0.0199,21.7,88.0,4.8,25.2,130.0,,,,,
2025-07-17 02:00:00+05:30,1.8,28.9,0.0168,25.3,88.3,6.75,25.1,114.0,,,,,
2025-07-17 03:00:00+05:30,1.85,21.5,0.013,28.2,89.3,16.5,24.9,124.0,,,,,
2025-07-17 04:00:00+05:30,1.73,18.1,0.011,21.4,90.0,13.8,24.8,98.3,,,,,
2025-07-17 05:00:00+05:30,1.1,12.4,0.00748,27.0,88.3,11.0,24.3,164.0,,,,,
2025-07-17 06:00:00+05:30,1.5,10.2,0.00668,24.3,87.8,5.8,23.5,168.0,,,,,
2025-07-17 07:00:00+05:30,1.78,14.1,0.00893,28.9,86.3,,23.6,154.0,,,,,
2025-07-17 08:00:00+05:30,3.2,20.4,0.0134,28.1,83.0,,24.5,170.0,,,,,
2025-07-17 09:00:00+05:30,3.13,19.7,0.0131,27.8,81.3,,25.5,169.0,,,,,
2025-07-17 10:00:00+05:30,4.25,19.7,0.014,40.3,79.5,,26.4,160.0,,,,,
2025-07-17 11:00:00+05:30,3.83,19.3,0.0134,42.3,75.5,7.05,28.1,194.0,,,,,
2025-07-17 12:00:00+05:30,2.7,16.5,0.011,39.2,75.8,8.63,27.7,179.0,,,,,
2025-07-17 13:00:00+05:30,1.67,10.8,0.0071,43.4,72.3,6.83,29.3,165.0,,,,,
2025-07-17 14:00:00+05:30,2.18,9.08,0.00663,32.2,71.8,5.1,29.5,156.0,,,,,
2025-07-17 15:00:00+05:30,2.43,12.3,0.00848,46.3,69.0,1.3,30.6,167.0,,,,,
2025-07-17 16:00:00+05:30,1.7,11.4,0.00745,49.8,67.5,,30.8,160.0,,,,,
2025-07-17 17:00:00+05:30,2.0,12.9,0.00848,53.1,66.8,,31.0,169.0,,,,,
2025-07-17 18:00:00+05:30,1.7,14.7,0.0092,56.7,66.0,1.7,31.0,153.0,,,,,
2025-07-17 19:00:00+05:30,2.13,19.5,0.0121,46.1,66.8,5.8,30.3,144.0,,,,,
2025-07-17 20:00:00+05:30,3.03,33.8,0.0205,26.4,73.0,6.8,28.7,168.0,,,,,
2025-07-17 21:00:00+05:30,18.3,38.6,0.0354,21.7,78.0,10.4,27.6,164.0,,,,,
2025-07-17 22:00:00+05:30,2.25,12.9,0.00865,22.2,79.5,10.1,25.2,176.0,,,,,
2025-07-17 23:00:00+05:30,2.23,18.8,0.0118,24.5,87.3,,22.8,205.0,,,,,
2025-07-18 00:00:00+05:30,1.9,27.1,0.016,22.4,90.0,,23.0,210.0,,,,,
2025-07-18 01:00:00+05:30,5.25,36.7,0.0238,20.5,91.0,11.9,23.1,211.0,,,,,
2025-07-18 02:00:00+05:30,8.8,33.3,0.0249,22.2,91.5,16.2,23.4,192.0,,,,,
2025-07-18 03:00:00+05:30,4.35,44.6,0.0273,24.5,92.0,41.9,23.1,199.0,,,,,
2025-07-18 04:00:00+05:30,2.97,29.4,0.018,20.4,92.0,32.3,23.2,197.0,,,,,
2025-07-18 05:00:00+05:30,3.38,23.4,0.0151,18.2,92.0,26.8,23.4,163.0,,,,,
2025-07-18 06:00:00+05:30,4.875,24.0,0.01675,13.2,91.5,23.0,23.55,161.5,0.4,,,,
2025-07-18 07:00:00+05:30,5.53,24.5,0.0176,22.5,90.0,13.9,24.1,142.0,0.5,,,,
2025-07-18 08:00:00+05:30,6.08,25.2,0.0183,24.5,83.5,14.0,26.8,139.0,1.5,,,,
2025-07-18 09:00:00+05:30,4.75,22.7,0.016,28.8,72.5,14.1,29.0,142.0,2.08,,,,
2025-07-18 10:00:00+05:30,3.25,18.8,0.0126,46.5,65.0,15.4,30.6,146.0,2.95,,,,
2025-07-18 11:00:00+05:30,3.4,15.1,0.0108,48.4,63.0,22.5,31.2,148.0,3.35,,,,
2025-07-18 12:00:00+05:30,3.23,13.2,0.00963,51.1,62.5,21.9,31.2,132.0,3.53,,,,
2025-07-18 13:00:00+05:30,2.9,16.6,0.0112,53.8,63.0,23.1,31.6,141.0,2.98,,,,
2025-07-18 14:00:00+05:30,2.73,14.9,0.0102,49.9,63.3,23.2,31.3,130.0,3.15,,,,
2025-07-18 15:00:00+05:30,2.6,17.0,0.0111,30.5,77.5,18.8,27.4,151.0,2.18,,,,
2025-07-18 16:00:00+05:30,2.75,23.6,0.0148,30.4,87.3,19.9,25.8,145.0,1.3,,,,
2025-07-18 17:00:00+05:30,3.58,28.2,0.0179,30.3,88.3,22.5,25.8,135.0,1.38,,,,
2025-07-18 18:00:00+05:30,4.23,30.2,0.0195,28.9,87.8,25.3,26.0,122.0,1.95,,,,
2025-07-18 19:00:00+05:30,2.85,35.1,0.021,31.5,86.3,29.1,25.9,131.0,1.78,,,,
2025-07-18 20:00:00+05:30,2.05,27.6,0.0163,33.1,84.3,29.1,26.0,128.0,2.53,,,,
2025-07-18 21:00:00+05:30,2.08,24.6,0.0148,30.6,82.5,27.5,26.3,132.0,2.55,,,,
2025-07-18 22:00:00+05:30,2.15,20.0,0.0124,23.1,82.8,25.7,26.2,140.0,2.18,,,,
2025-07-18 23:00:00+05:30,2.25,15.2,0.00995,25.6,81.0,16.6,26.1,159.0,2.3,,,,
2025-07-19 00:00:00+05:30,1.63,13.2,0.00833,29.9,81.7,15.6,25.7,127.0,2.53,,,,
2025-07-19 01:00:00+05:30,1.9,12.8,0.00835,33.1,83.0,10.1,25.4,154.0,2.3,,,,
2025-07-19 02:00:00+05:30,1.83,9.7,0.00667,33.9,83.7,8.9,24.9,154.0,2.27,,,,
2025-07-19 03:00:00+05:30,2.3,8.05,0.00615,31.7,85.0,30.8,24.4,137.0,2.5,,,,
2025-07-19 04:00:00+05:30,1.0,7.78,0.00498,35.5,85.0,22.6,24.3,155.0,2.0,,,,
2025-07-19 05:00:00+05:30,1.5,8.75,0.00588,32.0,85.8,19.5,24.1,149.0,2.13,,,,
2025-07-19 06:00:00+05:30,1.6,8.2,0.0057,22.6,86.0,15.3,23.8,156.0,1.95,,,,
2025-07-19 07:00:00+05:30,2.28,8.45,0.00633,20.2,86.3,7.58,23.8,149.0,1.78,,,,
2025-07-19 08:00:00+05:30,2.63,9.45,0.00713,30.6,83.8,7.4,25.3,180.0,1.88,,,,
2025-07-19 09:00:00+05:30,2.85,9.4,0.00733,35.2,78.5,6.15,26.8,176.0,1.98,,,,
2025-07-19 10:00:00+05:30,2.18,9.73,0.00695,44.7,74.5,8.85,27.8,179.0,1.85,,,,
2025-07-19 11:00:00+05:30,2.53,12.7,0.00878,39.0,68.0,18.9,30.5,178.0,1.88,,,,
2025-07-19 12:00:00+05:30,1.9,12.6,0.00825,43.1,63.8,19.4,31.6,181.0,1.93,,,,
2025-07-19 13:00:00+05:30,2.1,13.6,0.0089,49.0,64.8,18.2,30.9,167.0,1.83,,,,
2025-07-19 14:00:00+05:30,2.0,12.8,0.00843,51.7,64.0,18.6,31.4,180.0,1.47,,,,
2025-07-19 15:00:00+05:30,1.95,11.2,0.00753,45.7,64.0,10.8,31.4,186.0,1.65,,,,
2025-07-19 16:00:00+05:30,1.7,9.28,0.00633,45.9,65.3,10.2,31.1,200.0,1.38,,,,
2025-07-19 17:00:00+05:30,2.03,8.6,0.00625,44.8,64.5,11.2,31.1,194.0,1.15,,,,
2025-07-19 18:00:00+05:30,1.25,10.1,0.00643,49.5,66.0,11.3,30.7,191.0,0.9,,,,
2025-07-19 19:00:00+05:30,1.9,16.9,0.0106,47.7,68.8,16.9,29.8,139.0,0.65,,,,
2025-07-19 20:00:00+05:30,2.3,30.2,0.018,33.4,72.0,17.2,28.7,86.0,0.7,,,,
2025-07-19 21:00:00+05:30,4.28,38.3,0.0238,24.4,75.0,17.6,27.9,58.3,0.375,,,,
2025-07-19 22:00:00+05:30,6.28,39.9,0.0264,12.3,76.8,17.3,27.4,62.0,0.375,,,,
2025-07-19 23:00:00+05:30,5.25,40.2,0.0256,12.3,78.3,12.6,27.3,124.0,0.5,,,,
