Local Time,CO,NO,NOX,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NO2,O3,NH3
2025-09-12 16:00:00+05:30,0.397,0.0,0.0112,68.2,35.7,53.1,10.2,30.5,85.8,1.15,,,
2025-09-12 17:00:00+05:30,0.278,2.74,0.0151,45.0,35.4,52.7,11.6,30.5,94.8,1.06,,,
2025-09-12 18:00:00+05:30,0.455,4.07,0.0231,67.5,35.4,53.4,13.4,30.1,98.7,0.91,,,
2025-09-12 19:00:00+05:30,0.478,5.55,0.0254,69.7,36.4,58.1,12.2,29.1,89.8,0.763,,,
2025-09-12 20:00:00+05:30,0.462,4.92,0.0246,70.4,36.7,61.6,11.9,28.6,83.6,0.763,,,
2025-09-12 21:00:00+05:30,0.557,6.1,0.0257,80.7,41.2,65.0,11.6,28.2,68.0,0.715,,,
2025-09-12 22:00:00+05:30,0.443,7.93,0.0274,83.9,42.7,69.2,11.9,27.4,51.2,0.528,,,
2025-09-12 23:00:00+05:30,0.447,4.31,0.0237,83.5,42.6,77.0,13.2,26.6,345.0,0.423,,,
2025-09-13 00:00:00+05:30,0.489,1.68,0.0201,83.4,42.5,77.0,15.2,26.6,13.1,0.7,,,
2025-09-13 01:00:00+05:30,0.417,5.97,0.0259,77.3,39.8,78.5,14.6,26.6,22.9,0.515,,,
2025-09-13 02:00:00+05:30,0.367,5.7,0.0253,77.3,39.8,75.0,15.3,27.1,46.7,0.753,,,
2025-09-13 03:00:00+05:30,0.497,4.14,0.0235,70.1,36.6,71.9,15.4,27.5,36.9,0.713,,,
2025-09-13 04:00:00+05:30,0.535,4.56,0.0244,67.8,35.5,72.8,16.3,27.4,35.8,0.753,,,
2025-09-13 05:00:00+05:30,0.509,4.19,0.0238,72.2,37.5,72.2,16.4,27.2,20.8,0.8,,,
2025-09-13 06:00:00+05:30,0.508,4.46,0.024,73.6,38.1,73.4,17.6,26.7,16.1,0.73,,,
2025-09-13 07:00:00+05:30,0.474,4.3,0.0237,69.5,36.3,73.6,17.0,26.8,35.5,0.817,,,
2025-09-13 08:00:00+05:30,0.195,10.2,0.0304,67.5,35.4,69.5,17.3,27.9,63.2,0.838,,,
2025-09-13 09:00:00+05:30,0.217,9.63,0.0297,72.6,37.7,59.5,16.0,29.4,84.8,1.06,,,
2025-09-13 10:00:00+05:30,0.193,8.45,0.0275,74.2,38.4,54.3,15.8,30.4,89.2,1.03,,,
2025-09-13 11:00:00+05:30,0.185,7.09,0.026,74.1,38.4,53.0,15.2,31.0,92.1,0.96,,,
2025-09-13 12:00:00+05:30,0.195,5.41,0.0239,74.1,38.4,53.0,13.5,31.1,87.4,0.938,,,
2025-09-13 13:00:00+05:30,0.18,7.08,0.0257,68.7,36.0,51.6,13.1,31.4,79.5,0.953,,,
2025-09-13 14:00:00+05:30,0.212,6.66,0.0258,67.0,35.2,48.7,14.0,32.0,95.6,1.03,,,
2025-09-13 15:00:00+05:30,0.263,4.52,0.0231,67.0,35.2,48.7,13.0,31.8,91.7,1.02,,,
2025-09-13 16:00:00+05:30,0.242,4.35,0.0231,66.9,35.1,49.8,11.4,31.4,98.4,1.18,,,
2025-09-13 17:00:00+05:30,0.218,4.3,0.023,59.3,31.7,49.9,11.9,31.4,92.3,0.9,,,
2025-09-13 18:00:00+05:30,0.271,5.12,0.0236,59.3,31.7,52.2,10.9,30.1,99.4,0.868,,,
2025-09-13 19:00:00+05:30,0.256,6.22,0.0255,58.5,31.3,56.3,11.9,29.7,90.5,0.758,,,
2025-09-13 20:00:00+05:30,0.26,6.94,0.0264,58.2,31.2,66.1,12.1,28.6,69.6,0.62,,,
2025-09-13 21:00:00+05:30,0.343,6.6,0.0261,61.1,32.5,78.4,12.4,27.0,146.0,0.53,,,
2025-09-13 22:00:00+05:30,0.472,5.14,0.0242,62.0,32.9,82.9,12.8,26.6,136.0,0.58,,,
2025-09-13 23:00:00+05:30,0.451,5.25,0.0237,71.4,37.2,84.5,12.5,26.4,116.0,0.46,,,
2025-09-14 00:00:00+05:30,0.448,6.13,0.0245,75.4,38.5,85.6,13.4,26.3,320.0,0.61,,,
2025-09-14 01:00:00+05:30,0.401,7.25,0.027,96.3,48.3,89.6,16.3,25.9,29.5,0.825,,,
2025-09-14 02:00:00+05:30,0.453,5.69,0.0242,111.0,55.1,88.6,17.7,25.9,117.0,0.648,,,
2025-09-14 03:00:00+05:30,0.37,5.6,0.0246,112.0,55.4,86.6,18.1,25.8,185.0,0.64,,,
2025-09-14 04:00:00+05:30,0.334,6.45,0.0238,104.0,51.9,83.9,19.3,25.8,45.2,0.765,,,
2025-09-14 05:00:00+05:30,0.281,3.69,0.024,102.0,50.7,82.2,22.1,26.0,140.0,0.39,,,
2025-09-14 06:00:00+05:30,0.283,3.69,0.024,95.1,47.9,83.7,23.7,25.7,37.8,0.503,,,
2025-09-14 07:00:00+05:30,0.213,3.69,0.024,90.5,45.8,83.0,23.6,26.3,21.6,0.725,,,
2025-09-14 08:00:00+05:30,0.215,3.69,0.024,85.6,43.5,68.9,24.0,28.9,29.1,0.717,,,
2025-09-14 09:00:00+05:30,0.152,3.69,0.024,93.9,47.1,65.4,24.7,30.0,130.0,0.867,,,
2025-09-14 10:00:00+05:30,0.154,3.69,0.024,96.8,48.5,62.9,24.5,29.8,68.3,0.945,,,
2025-09-14 11:00:00+05:30,0.153,3.69,0.024,80.9,41.4,53.0,24.0,31.3,73.4,1.02,,,
2025-09-14 12:00:00+05:30,0.176,3.69,0.024,70.7,36.8,48.8,23.2,31.8,99.2,1.38,,,
2025-09-14 13:00:00+05:30,0.202,3.69,0.024,69.0,36.1,48.6,20.4,31.7,103.0,1.39,,,
2025-09-14 15:00:00+05:30,0.158,3.69,0.024,55.0,29.8,51.1,16.8,31.0,103.0,1.37,,,
2025-09-14 16:00:00+05:30,0.149,3.69,0.024,57.5,30.9,49.3,16.1,31.5,94.1,1.09,,,
2025-09-14 17:00:00+05:30,0.162,3.69,0.024,59.4,31.7,47.1,18.8,31.4,79.7,0.93,,,
2025-09-14 18:00:00+05:30,0.132,3.69,0.024,61.7,32.8,51.4,16.3,30.8,84.2,0.957,,,
2025-09-14 19:00:00+05:30,0.158,3.69,0.024,62.3,33.0,56.4,16.0,30.2,91.2,0.76,,,
2025-09-14 20:00:00+05:30,0.194,104.0,0.145,67.0,35.2,61.0,14.4,29.8,89.5,0.75,,,
2025-09-14 21:00:00+05:30,0.177,10.5,0.0308,75.4,39.0,63.6,13.7,29.4,50.5,0.61,,,
2025-09-14 22:00:00+05:30,0.157,7.32,0.0265,77.5,39.9,66.5,13.8,28.8,34.6,0.488,,,
2025-09-14 23:00:00+05:30,0.147,5.69,0.0242,67.5,35.3,67.5,12.8,28.5,119.0,0.598,,,
2025-09-15 00:00:00+05:30,0.129,6.1,0.0257,64.2,33.9,65.9,13.4,28.6,32.9,0.54,,,
2025-09-15 01:00:00+05:30,0.192,5.86,0.0245,59.6,31.8,73.9,13.9,27.6,338.0,0.655,,,
2025-09-15 02:00:00+05:30,0.213,5.4,0.0245,60.8,32.3,76.9,14.4,27.2,235.0,0.603,,,
2025-09-15 03:00:00+05:30,0.229,6.21,0.025,62.6,33.2,78.3,15.3,27.0,251.0,0.435,,,
2025-09-15 04:00:00+05:30,0.158,5.72,0.0248,62.7,33.2,78.0,15.8,27.0,44.5,0.503,,,
2025-09-15 05:00:00+05:30,0.12,6.71,0.0255,57.1,30.7,69.7,17.1,27.9,41.4,0.74,,,
2025-09-15 06:00:00+05:30,0.136,4.88,0.0235,55.4,29.9,71.9,18.1,27.6,14.1,0.8,,,
2025-09-15 07:00:00+05:30,0.151,6.01,0.0247,63.1,33.4,71.2,19.0,27.8,47.2,0.835,,,
2025-09-15 08:00:00+05:30,0.173,6.11,0.025,69.5,36.3,61.4,19.4,28.6,48.6,0.953,,,
2025-09-15 09:00:00+05:30,0.142,6.03,0.0252,69.2,36.1,53.3,19.3,29.8,52.3,1.04,,,
2025-09-15 10:00:00+05:30,0.154,6.09,0.0245,69.7,36.4,49.2,19.1,30.6,56.0,1.05,,,
2025-09-15 11:00:00+05:30,0.19,4.58,0.0236,67.0,35.2,48.6,18.8,31.2,62.0,0.925,,,
2025-09-15 12:00:00+05:30,0.129,6.8,0.0261,68.5,35.9,49.9,17.6,31.1,54.6,0.975,,,
2025-09-15 13:00:00+05:30,0.147,5.22,0.0243,62.5,33.1,43.8,16.3,32.3,30.4,1.1,,,
2025-09-15 14:00:00+05:30,0.218,4.32,0.0224,61.0,32.4,40.9,15.4,33.0,138.0,0.983,,,
2025-09-15 15:00:00+05:30,0.217,4.31,0.0234,53.3,29.0,39.7,15.2,33.0,79.7,0.933,,,
2025-09-15 16:00:00+05:30,0.2,6.99,0.0265,50.6,27.8,39.3,12.7,32.8,79.8,1.06,,,
2025-09-15 17:00:00+05:30,0.19,7.09,0.027,50.2,27.6,42.2,11.8,32.4,60.8,1.05,,,
2025-09-15 18:00:00+05:30,0.18,4.61,0.0236,46.4,25.9,47.1,11.0,31.2,80.7,0.82,,,
2025-09-15 19:00:00+05:30,0.246,7.85,0.027,51.2,28.0,52.0,13.3,30.4,90.4,0.873,,,
2025-09-15 20:00:00+05:30,0.309,4.7,0.0238,59.6,31.9,53.0,13.3,30.0,82.7,0.803,,,
2025-09-15 21:00:00+05:30,0.24,5.5,0.0258,63.4,33.5,60.3,13.9,28.7,81.4,0.3,,,
2025-09-15 22:00:00+05:30,0.183,7.16,0.0255,72.1,37.5,69.9,14.0,27.2,233.0,0.453,,,
2025-09-15 23:00:00+05:30,0.142,7.07,0.0266,65.5,34.5,75.8,13.9,26.5,51.2,0.72,,,
2025-09-16 00:00:00+05:30,0.13,6.97,0.0263,63.3,33.5,76.3,14.7,26.5,352.0,0.91,,,
2025-09-16 01:00:00+05:30,0.239,7.12,0.026,48.0,26.6,79.0,14.8,26.2,46.1,0.785,,,
2025-09-16 02:00:00+05:30,0.243,5.55,0.0242,54.0,29.3,82.5,16.5,26.0,104.0,0.623,,,
2025-09-16 03:00:00+05:30,0.167,5.95,0.0247,60.1,32.0,83.7,17.5,26.1,81.4,0.788,,,
2025-09-16 04:00:00+05:30,0.186,6.85,0.0256,63.3,33.5,84.3,18.8,26.0,57.1,0.575,,,
2025-09-16 05:00:00+05:30,0.0988,6.15,0.0252,68.4,35.8,79.8,20.7,26.4,108.0,0.598,,,
2025-09-16 06:00:00+05:30,0.0775,5.59,0.02435,79.65,40.9,81.15,21.35,26.1,126.0,0.8049999999999999,,,
2025-09-16 07:00:00+05:30,0.0573,6.56,0.0258,81.4,41.6,86.2,21.9,25.8,112.0,0.675,,,
2025-09-16 08:00:00+05:30,0.0475,5.98,0.0247,69.8,36.4,64.2,21.3,27.7,98.5,0.853,,,
2025-09-16 09:00:00+05:30,0.0663,6.86,0.0259,66.8,35.1,59.3,20.4,29.0,189.0,0.783,,,
2025-09-16 10:00:00+05:30,0.108,4.03,0.0233,68.0,35.6,55.7,19.1,29.8,98.5,1.03,,,
2025-09-16 11:00:00+05:30,0.068,5.53,0.0241,75.3,38.9,53.5,17.8,30.8,86.7,1.01,,,
2025-09-16 12:00:00+05:30,0.0947,4.56,0.0235,76.0,39.2,50.0,16.4,31.7,87.6,0.97,,,
2025-09-16 13:00:00+05:30,0.15,5.57,0.0252,73.3,38.0,47.9,15.2,32.3,110.0,0.858,,,
2025-09-16 14:00:00+05:30,0.222,3.17,0.0216,75.3,38.8,47.8,13.8,32.6,117.0,0.66,,,
2025-09-16 15:00:00+05:30,0.215,9.12,0.0289,75.4,38.9,45.7,15.2,32.5,82.1,1.11,,,
2025-09-16 16:00:00+05:30,0.145,6.56,0.0262,73.6,38.1,47.2,13.6,32.3,97.3,0.907,,,
2025-09-16 17:00:00+05:30,0.153,7.76,0.0271,71.8,37.3,47.2,12.6,32.0,89.1,0.937,,,
2025-09-16 18:00:00+05:30,0.116,7.31,0.0264,69.2,36.1,49.7,11.7,31.1,97.8,0.99,,,
2025-09-16 19:00:00+05:30,0.0945,8.52,0.0277,67.3,35.3,55.0,10.4,30.2,126.0,1.36,,,
2025-09-16 20:00:00+05:30,0.0703,7.5,0.0263,70.8,36.9,60.2,8.16,29.5,137.0,1.01,,,
2025-09-16 21:00:00+05:30,0.0907,7.71,0.0266,91.1,46.0,69.8,10.6,28.3,269.0,0.69,,,
2025-09-16 22:00:00+05:30,0.0793,6.44,0.0251,94.6,47.6,71.4,10.4,28.0,262.0,0.763,,,
2025-09-16 23:00:00+05:30,0.122,4.2,0.0222,99.7,49.9,72.3,10.8,27.9,252.0,0.65,,,
2025-09-17 00:00:00+05:30,0.089,4.09,0.0229,99.0,49.6,72.2,12.0,27.8,273.0,1.67,,,
2025-09-17 01:00:00+05:30,0.108,5.21,0.0247,89.5,45.3,74.8,14.2,27.5,284.0,0.74,,,
2025-09-17 02:00:00+05:30,0.101,6.38,0.0241,87.6,44.4,74.1,14.9,27.3,287.0,1.59,,,
2025-09-17 03:00:00+05:30,0.0657,5.54,0.0243,82.1,41.9,76.4,13.8,26.9,290.0,1.25,,,
2025-09-17 04:00:00+05:30,0.072,4.33,0.0241,73.0,37.8,80.2,13.3,26.4,146.0,0.83,,,
2025-09-17 05:00:00+05:30,0.0545,,0.0252,60.5,32.2,79.3,12.8,26.6,327.0,1.3,,,
2025-09-17 06:00:00+05:30,0.054,5.04,0.0239,57.5,30.9,79.3,12.2,26.6,310.0,1.29,,,
2025-09-17 07:00:00+05:30,0.00933,8.67,0.0283,55.8,30.1,80.4,12.6,26.7,296.0,1.02,,,
2025-09-17 08:00:00+05:30,0.0293,7.98,0.0272,61.4,32.6,77.8,11.4,27.4,283.0,1.35,,,
2025-09-17 09:00:00+05:30,0.0263,6.37,0.0255,60.0,32.0,73.5,12.6,28.5,305.0,1.26,,,
2025-09-17 10:00:00+05:30,0.0503,4.71,0.0234,64.7,34.1,67.7,12.6,29.9,330.0,0.627,,,
2025-09-17 11:00:00+05:30,0.0607,,0.0259,80.4,41.2,62.0,11.5,30.7,94.6,0.667,,,
2025-09-17 12:00:00+05:30,0.03,,0.0247,89.2,45.1,58.1,12.0,31.3,128.0,1.15,,,
2025-09-17 13:00:00+05:30,0.0265,5.82,0.0243,97.2,48.7,55.7,11.7,31.6,126.0,1.34,,,
2025-09-17 14:00:00+05:30,0.0377,,0.0252,96.2,48.3,57.4,11.5,31.3,138.0,1.16,,,
2025-09-17 15:00:00+05:30,0.0263,7.41,0.0251,90.4,45.7,62.3,13.1,31.0,157.0,0.707,,,
2025-09-17 16:00:00+05:30,0.0373,6.39,0.0252,88.3,44.8,70.4,12.8,29.4,299.0,1.32,,,
2025-09-17 17:00:00+05:30,0.0338,5.67,0.0255,90.7,45.8,64.6,12.6,28.8,313.0,2.02,,,
2025-09-17 18:00:00+05:30,0.0335,5.29,0.0236,89.5,45.3,70.6,12.4,28.0,294.0,1.69,,,
2025-09-17 19:00:00+05:30,0.0163,7.28,0.0274,79.6,40.8,73.2,13.7,27.5,239.0,0.525,,,
2025-09-17 20:00:00+05:30,0.518,,0.0251,84.3,42.9,75.3,13.1,27.2,291.0,1.01,,,
2025-09-17 21:00:00+05:30,0.523,5.91,0.0253,89.6,45.3,80.1,13.5,26.7,165.0,0.745,,,
2025-09-17 22:00:00+05:30,0.523,7.97,0.0262,85.8,43.6,75.2,14.4,26.6,196.0,0.29,,,
2025-09-17 23:00:00+05:30,0.549,2.2,0.0206,73.4,38.0,75.6,13.5,26.1,303.0,0.587,,,
2025-09-18 00:00:00+05:30,0.528,3.46,0.022,80.0,41.0,78.6,12.1,26.1,299.0,0.47,,,
2025-09-18 01:00:00+05:30,0.59,2.09,0.0204,83.7,42.7,84.7,15.6,26.0,283.0,0.86,,,
2025-09-18 02:00:00+05:30,0.587,4.72,0.0229,83.6,42.6,84.4,15.4,26.4,282.0,0.703,,,
2025-09-18 03:00:00+05:30,0.557,5.97,0.0249,79.3,40.7,86.2,15.7,26.0,278.0,0.597,,,
2025-09-18 04:00:00+05:30,0.537,4.26,0.0228,80.4,41.2,82.0,16.7,26.0,277.0,0.907,,,
2025-09-18 05:00:00+05:30,0.522,5.14,0.0237,83.3,42.5,84.5,16.5,25.8,271.0,0.773,,,
2025-09-18 06:00:00+05:30,0.531,5.47,0.0246,85.5,43.5,83.9,17.0,25.6,264.0,1.15,,,
2025-09-18 07:00:00+05:30,0.522,5.33,0.0242,68.7,35.9,83.1,17.6,25.7,290.0,1.07,,,
2025-09-18 08:00:00+05:30,0.523,4.97,0.0237,56.7,30.5,78.1,17.5,26.8,279.0,1.08,,,
2025-09-18 09:00:00+05:30,0.52,4.84,0.024,47.8,26.5,71.5,16.8,28.0,289.0,1.31,,,
2025-09-18 10:00:00+05:30,0.503,7.62,0.0266,46.9,26.1,66.1,16.3,29.0,272.0,0.76,,,
2025-09-18 14:00:00+05:30,0.502,7.22,0.0258,64.6,34.1,56.4,8.73,31.5,181.0,0.48,,,
2025-09-18 15:00:00+05:30,0.513,5.66,0.0239,61.8,32.8,63.9,10.9,29.4,336.0,1.15,,,
2025-09-18 16:00:00+05:30,0.531,5.16,0.0243,75.9,39.2,59.5,11.3,30.4,312.0,0.99,,,
2025-09-18 17:00:00+05:30,0.519,1.63,0.0194,85.3,43.4,56.6,11.5,31.3,262.0,0.587,,,
2025-09-18 18:00:00+05:30,0.508,5.86,0.0247,83.4,42.5,64.5,11.3,30.3,189.0,0.375,,,
2025-09-18 19:00:00+05:30,0.51,5.6,0.024,80.6,41.2,69.9,13.0,28.9,81.4,0.433,,,
2025-09-18 20:00:00+05:30,0.524,6.07,0.0249,85.4,43.4,71.0,12.4,28.4,126.0,0.453,,,
2025-09-18 21:00:00+05:30,0.506,7.17,0.0269,90.4,45.7,71.2,12.6,28.4,130.0,0.945,,,
2025-09-18 22:00:00+05:30,0.509,4.23,0.023,97.2,48.7,74.2,12.3,27.8,64.5,0.348,,,
2025-09-18 23:00:00+05:30,0.504,5.53,0.0244,95.6,48.0,81.6,12.8,26.7,37.6,0.663,,,
2025-09-19 00:00:00+05:30,0.509,4.29,0.0231,88.9,45.0,84.4,12.7,26.5,53.7,0.615,,,
2025-09-19 01:00:00+05:30,0.516,6.22,0.0267,87.1,44.2,88.0,15.7,26.2,70.3,0.89,,,
2025-09-19 02:00:00+05:30,0.518,6.17,0.025,92.9,46.9,89.1,15.7,26.0,171.0,0.635,,,
2025-09-19 03:00:00+05:30,0.516,5.19,0.0244,98.0,49.1,90.5,15.6,25.9,80.0,0.573,,,
2025-09-19 04:00:00+05:30,0.516,7.17,0.0255,98.5,49.3,91.9,17.0,25.7,36.1,0.623,,,
2025-09-19 05:00:00+05:30,0.509,5.49,0.0249,93.9,47.2,90.5,18.7,26.2,268.0,0.583,,,
2025-09-19 06:00:00+05:30,0.505,5.66,0.0245,101.0,50.4,84.6,19.8,26.6,248.0,0.695,,,
2025-09-19 07:00:00+05:30,0.502,6.82,0.0261,102.0,51.0,84.2,20.5,26.8,180.0,0.47,,,
2025-09-19 08:00:00+05:30,0.502,7.67,0.0274,101.0,50.7,72.7,21.1,28.5,52.0,0.82,,,
2025-09-19 09:00:00+05:30,0.503,6.33,0.0257,98.5,49.3,68.6,21.6,29.8,43.0,0.933,,,
2025-09-19 10:00:00+05:30,0.503,7.61,0.0267,104.0,34.1,62.8,21.2,30.9,60.1,0.753,,,
2025-09-19 11:00:00+05:30,0.3,0.163,0.00852,70.9,0.0,39.6,9.78,23.9,73.5,0.933,,,
2025-09-19 12:00:00+05:30,4.03,7.6,0.0274,0.0,3.75,53.8,31.8,31.8,102.0,1.18,,,
2025-09-19 13:00:00+05:30,0.5,5.25,0.0238,5.3,7.6,50.9,47.3,32.5,90.7,1.06,,,
2025-09-19 14:00:00+05:30,0.511,6.45,0.0253,10.4,9.7,52.8,12.7,31.8,102.0,1.12,,,
2025-09-19 15:00:00+05:30,0.5,6.72,0.0255,31.3,19.1,50.1,16.6,32.5,96.5,1.36,,,
2025-09-19 16:00:00+05:30,0.5,6.02,0.0249,47.2,26.3,49.3,17.8,32.2,98.4,1.31,,,
2025-09-19 17:00:00+05:30,0.501,5.71,0.0255,55.9,30.2,52.0,18.0,31.6,102.0,1.43,,,
2025-09-19 18:00:00+05:30,0.5,7.44,0.0266,67.4,35.3,54.7,15.0,30.9,103.0,1.25,,,
2025-09-19 19:00:00+05:30,0.5,5.27,0.0243,74.6,38.6,60.1,12.0,30.0,124.0,1.47,,,
2025-09-19 20:00:00+05:30,0.501,4.88,0.0232,87.6,44.4,61.1,14.2,29.6,131.0,1.35,,,
2025-09-19 21:00:00+05:30,0.502,5.04,0.0232,102.0,50.9,59.9,12.9,29.4,129.0,1.14,,,
2025-09-19 22:00:00+05:30,0.5,5.07,0.0241,107.0,53.2,62.9,12.9,28.9,110.0,0.79,,,
2025-09-19 23:00:00+05:30,0.502,6.23,0.0253,105.0,52.4,65.6,13.1,28.6,94.1,0.65,,,
2025-09-20 00:00:00+05:30,0.5,5.6,0.025,105.0,52.4,69.2,12.8,28.1,21.6,0.58,,,
2025-09-20 01:00:00+05:30,0.501,5.7,0.0246,99.3,49.7,72.0,13.3,27.6,306.0,0.99,,,
2025-09-20 02:00:00+05:30,0.5,5.82,0.0248,96.4,48.4,74.8,13.7,27.4,322.0,0.898,,,
2025-09-20 03:00:00+05:30,0.5,6.46,0.0257,99.1,49.6,76.9,13.3,27.3,259.0,0.95,,,
2025-09-20 04:00:00+05:30,0.502,5.8,0.0255,93.7,47.1,78.4,14.0,27.2,184.0,0.793,,,
2025-09-20 05:00:00+05:30,0.5,4.48,0.0233,85.9,43.6,77.2,14.8,27.4,49.5,0.738,,,
2025-09-20 06:00:00+05:30,0.5,5.88,0.0247,88.7,44.9,75.0,15.8,27.6,53.1,0.845,,,
2025-09-20 07:00:00+05:30,0.5,7.46,0.0268,90.9,45.9,76.1,16.0,27.6,24.6,0.898,,,
2025-09-20 08:00:00+05:30,0.5,6.27,0.0252,88.1,44.7,72.6,16.4,28.6,51.6,0.925,,,
2025-09-20 09:00:00+05:30,0.5,6.16,0.0254,95.7,48.0,66.0,17.1,29.9,54.8,1.12,,,
2025-09-20 10:00:00+05:30,0.5,7.83,0.0275,96.7,48.5,61.2,17.8,30.6,70.0,1.08,,,
2025-09-20 11:00:00+05:30,0.677,7.65,0.0272,101.0,50.4,55.3,16.3,31.4,92.4,1.21,,,
2025-09-20 12:00:00+05:30,0.791,7.01,0.0262,97.1,48.7,50.5,15.9,31.9,86.0,1.33,,,
2025-09-20 13:00:00+05:30,0.785,4.98,0.0232,86.2,43.7,46.8,15.5,32.4,88.2,1.37,,,
2025-09-20 14:00:00+05:30,0.791,6.16,0.0259,90.4,45.7,47.9,14.0,32.3,90.1,1.47,,,
2025-09-20 15:00:00+05:30,0.778,5.74,0.0249,93.1,46.9,46.9,12.7,32.2,89.3,1.41,,,
2025-09-20 16:00:00+05:30,0.777,5.6,0.0236,83.0,42.3,47.7,11.9,31.9,87.3,1.43,,,
2025-09-20 17:00:00+05:30,0.778,6.54,0.0261,84.5,43.0,48.4,11.4,31.4,93.8,1.31,,,
2025-09-20 18:00:00+05:30,0.914,4.81,0.0233,83.6,42.6,49.9,12.8,30.7,96.0,1.16,,,
2025-09-20 19:00:00+05:30,1.29,5.21,0.0239,91.2,46.0,56.3,12.2,29.8,90.5,1.05,,,
2025-09-20 20:00:00+05:30,1.32,4.27,0.0226,89.4,45.3,58.1,12.0,29.4,99.6,1.14,,,
2025-09-20 21:00:00+05:30,1.34,4.64,0.0232,86.9,44.1,59.5,12.8,29.0,81.7,0.968,,,
2025-09-20 22:00:00+05:30,1.39,5.12,0.0238,98.2,49.2,60.7,12.6,28.7,83.1,0.933,,,
2025-09-20 23:00:00+05:30,1.36,4.4,0.0231,90.6,45.8,60.6,12.2,28.5,79.9,0.713,,,
2025-09-21 00:00:00+05:30,1.24,6.11,0.0253,90.2,45.6,59.7,12.0,28.5,83.9,1.01,,,
2025-09-21 01:00:00+05:30,0.0,5.36,0.0235,93.3,47.0,63.8,11.9,28.1,82.3,0.715,,,
2025-09-21 02:00:00+05:30,0.0,5.28,0.0244,97.7,49.0,66.6,9.99,27.9,69.5,0.805,,,
2025-09-21 03:00:00+05:30,0.0,4.67,0.0234,92.6,46.7,69.8,12.5,27.5,48.2,0.765,,,
2025-09-21 04:00:00+05:30,0.0,4.57,0.0233,90.6,45.8,71.5,11.2,27.2,17.7,0.69,,,
2025-09-21 05:00:00+05:30,0.0,4.87,0.0235,84.8,43.2,72.5,11.6,27.1,32.5,0.888,,,
2025-09-21 06:00:00+05:30,0.0,5.36,0.0238,82.5,42.1,72.1,13.2,27.0,23.1,0.695,,,
2025-09-21 07:00:00+05:30,0.0,6.36,0.0264,79.1,40.6,71.4,14.6,27.2,23.4,0.98,,,
2025-09-21 08:00:00+05:30,0.7,5.77,0.0249,77.0,39.6,67.0,15.3,28.2,33.9,0.96,,,
2025-09-21 09:00:00+05:30,0.967,6.11,0.0259,89.5,45.3,60.2,15.4,29.5,52.1,1.11,,,
2025-09-21 10:00:00+05:30,0.956,6.04,0.0255,91.8,46.3,56.8,16.1,30.3,61.5,1.15,,,
2025-09-21 11:00:00+05:30,0.788,8.2,0.0275,110.0,54.5,52.4,15.1,31.3,59.7,1.01,,,
2025-09-21 12:00:00+05:30,0.784,4.73,0.023,108.0,53.6,45.6,15.6,32.1,81.0,1.3,,,
2025-09-21 13:00:00+05:30,0.77,5.74,0.0245,119.0,58.5,42.7,15.1,32.4,98.2,1.68,,,
2025-09-21 14:00:00+05:30,0.784,7.7,0.0271,115.0,57.0,42.0,14.2,32.5,89.3,1.41,,,
2025-09-21 15:00:00+05:30,0.767,5.93,0.0248,113.0,55.8,42.4,13.4,32.5,88.6,1.43,,,
2025-09-21 16:00:00+05:30,0.768,6.81,0.0263,108.0,53.6,44.6,12.5,32.3,84.9,1.23,,,
2025-09-21 17:00:00+05:30,0.739,5.71,0.025,111.0,55.1,47.5,11.7,31.6,95.1,1.21,,,
2025-09-21 18:00:00+05:30,0.917,6.0,0.0246,102.0,51.1,49.9,12.4,30.9,89.3,1.19,,,
2025-09-21 19:00:00+05:30,1.34,5.48,0.0239,109.0,53.8,50.7,13.0,30.3,78.4,1.05,,,
2025-09-21 20:00:00+05:30,1.29,4.76,0.0232,110.0,54.4,54.8,13.7,29.7,91.4,0.88,,,
2025-09-21 21:00:00+05:30,1.31,5.07,0.0242,116.0,57.3,56.1,12.7,29.5,93.4,1.03,,,
2025-09-21 22:00:00+05:30,1.37,4.29,0.0233,115.0,56.7,57.7,13.1,29.1,85.7,0.853,,,
2025-09-21 23:00:00+05:30,1.4,2.9,0.0217,112.0,55.3,59.3,13.8,28.9,87.5,0.88,,,
2025-09-22 00:00:00+05:30,1.52,3.25,0.0228,115.0,56.5,59.3,13.5,28.8,94.4,0.81,,,
2025-09-22 01:00:00+05:30,0.932,5.71,0.0247,107.0,53.0,61.4,13.5,28.1,83.6,0.68,,,
2025-09-22 02:00:00+05:30,0.982,5.04,0.0247,105.0,52.3,62.8,14.1,27.8,94.6,0.693,,,
2025-09-22 03:00:00+05:30,0.94,4.87,0.0237,95.1,47.8,65.8,13.6,27.5,60.7,0.64,,,
2025-09-22 04:00:00+05:30,0.963,6.69,0.0265,93.4,47.0,65.1,14.1,27.4,115.0,0.8,,,
2025-09-22 05:00:00+05:30,1.01,5.23,0.0244,93.1,46.9,71.2,14.1,27.1,113.0,0.79,,,
2025-09-22 06:00:00+05:30,0.965,4.42,0.0238,86.2,43.8,69.2,14.5,27.0,111.0,0.685,,,
2025-09-22 07:00:00+05:30,0.993,8.36,0.0286,86.4,43.8,68.3,16.0,27.2,32.3,0.94,,,
