Local Time,CO,NO,NOX,O3,PM10,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,NO2,SO2,NH3
2025-08-09 21:00:00+05:30,0.665,3.55,0.0127,47.2,39.0,90.8,23.9,262.0,1.18,,,,
2025-08-09 22:00:00+05:30,1.19,14.2,0.0332,37.5,46.3,93.0,24.2,204.0,1.1,,,,
2025-08-09 23:00:00+05:30,1.29,22.1,0.0356,30.9,72.0,94.0,24.4,246.0,1.05,,,,
2025-08-10 00:00:00+05:30,1.2,14.0,0.0284,35.5,84.0,94.0,24.5,252.0,1.1,,,,
2025-08-10 01:00:00+05:30,0.915,7.85,0.0204,34.6,81.5,92.0,24.5,242.0,1.1,,,,
2025-08-10 02:00:00+05:30,0.855,7.05,0.0197,,78.8,90.5,24.6,301.0,0.975,,,,
2025-08-10 03:00:00+05:30,0.99,14.2,0.0257,41.7,81.3,90.3,24.7,281.0,1.03,,,,
2025-08-10 04:00:00+05:30,0.728,6.15,0.0173,38.1,89.0,90.3,24.7,275.0,1.1,,,,
2025-08-10 05:00:00+05:30,0.513,5.58,0.0137,36.3,79.5,89.5,24.6,269.0,1.2,,,,
2025-08-10 06:00:00+05:30,0.585,4.53,0.0129,39.1,70.5,90.0,24.7,306.0,1.23,,,,
2025-08-10 07:00:00+05:30,0.678,4.5,0.0122,41.5,76.3,90.8,24.8,319.0,1.23,,,,
2025-08-10 08:00:00+05:30,0.693,5.58,0.0125,38.7,82.0,88.5,25.3,290.0,1.15,,,,
2025-08-10 09:00:00+05:30,0.64,5.5,0.011,38.9,88.0,83.5,26.8,254.0,1.33,,,,
2025-08-10 10:00:00+05:30,0.498,4.78,0.00803,39.6,88.0,77.3,27.9,211.0,1.45,,,,
2025-08-10 11:00:00+05:30,0.473,4.73,0.00778,41.9,85.8,73.8,28.6,201.0,1.5,,,,
2025-08-10 12:00:00+05:30,0.443,4.2,0.00715,44.5,76.8,69.8,29.7,215.0,1.7,,,,
2025-08-10 13:00:00+05:30,0.438,3.65,0.00735,47.3,70.0,66.3,30.3,203.0,1.78,,,,
2025-08-10 14:00:00+05:30,0.455,3.75,0.00718,52.6,72.3,66.8,30.4,203.0,1.55,,,,
2025-08-10 15:00:00+05:30,0.448,3.85,0.00743,55.5,80.5,67.0,30.4,205.0,1.6,,,,
2025-08-10 16:00:00+05:30,0.485,4.4,0.00935,47.0,85.0,68.0,29.9,207.0,1.53,,,,
2025-08-10 17:00:00+05:30,0.5,4.63,0.00845,49.9,90.5,67.3,30.1,236.0,1.43,,,,
2025-08-10 18:00:00+05:30,0.5,3.78,0.00735,57.3,103.0,64.3,31.0,222.0,1.4,,,,
2025-08-10 19:00:00+05:30,0.578,3.63,0.0112,53.9,93.3,69.0,29.5,210.0,1.25,,,,
2025-08-10 20:00:00+05:30,0.803,5.13,0.0179,45.6,105.0,75.0,28.7,261.0,1.28,,,,
2025-08-10 21:00:00+05:30,1.16,10.4,0.0316,39.0,127.0,77.3,28.8,212.0,1.3,,,,
2025-08-10 22:00:00+05:30,1.25,8.25,0.0305,36.7,155.0,77.3,28.8,216.0,1.23,,,,
2025-08-10 23:00:00+05:30,1.29,14.0,0.0357,35.3,171.0,77.3,28.7,202.0,1.43,,,,
2025-08-11 00:00:00+05:30,0.94,9.37,0.0257,37.9,191.0,76.3,28.5,209.0,1.5,,,,
2025-08-11 01:00:00+05:30,0.875,14.8,0.0301,42.0,190.0,78.0,27.7,194.0,1.55,,,,
2025-08-11 02:00:00+05:30,0.598,7.85,0.018,,182.0,78.3,27.3,212.0,1.48,,,,
2025-08-11 03:00:00+05:30,0.505,6.23,0.0153,41.3,116.0,77.5,27.1,211.0,1.4,,,,
2025-08-11 04:00:00+05:30,0.415,4.85,0.0127,38.1,127.0,76.3,26.9,205.0,1.58,,,,
2025-08-11 05:00:00+05:30,0.353,4.9,0.0121,38.9,85.5,76.8,26.6,197.0,1.73,,,,
2025-08-11 06:00:00+05:30,0.385,5.58,0.0146,38.4,82.8,79.0,26.2,203.0,1.63,,,,
2025-08-11 07:00:00+05:30,0.475,8.95,0.0177,38.3,99.3,78.3,26.5,215.0,1.55,,,,
2025-08-11 08:00:00+05:30,0.508,10.4,0.0196,36.5,111.0,74.8,27.2,211.0,1.9,,,,
2025-08-11 09:00:00+05:30,0.393,5.88,0.0105,35.4,116.0,70.5,28.0,203.0,2.25,,,,
2025-08-11 10:00:00+05:30,0.39,5.5,0.0095,42.4,89.5,68.8,28.7,195.0,2.0,,,,
2025-08-11 11:00:00+05:30,0.448,5.33,0.00878,49.9,95.3,65.0,29.9,198.0,1.88,,,,
2025-08-11 12:00:00+05:30,0.46,4.98,0.00973,53.9,115.0,65.3,29.7,193.0,1.55,,,,
2025-08-11 13:00:00+05:30,0.558,5.28,0.0125,52.6,117.0,66.8,29.6,191.0,1.53,,,,
2025-08-11 14:00:00+05:30,0.495,5.15,0.0123,54.9,129.0,66.5,29.9,220.0,1.43,,,,
2025-08-11 15:00:00+05:30,0.475,5.73,0.0109,60.9,104.0,62.8,31.0,194.0,1.53,,,,
2025-08-11 16:00:00+05:30,0.468,4.88,0.00955,67.1,112.0,64.0,30.6,197.0,1.45,,,,
2025-08-11 17:00:00+05:30,0.488,6.3,0.0128,65.2,103.0,67.0,30.3,197.0,1.13,,,,
2025-08-11 18:00:00+05:30,0.488,3.33,0.00823,57.4,98.3,70.8,29.6,272.0,1.58,,,,
2025-08-11 19:00:00+05:30,0.745,2.93,0.0138,52.4,120.0,74.0,29.1,62.5,1.28,,,,
2025-08-11 20:00:00+05:30,0.965,22.6,0.0358,46.6,157.0,75.8,28.7,78.8,1.45,,,,
2025-08-11 21:00:00+05:30,1.11,4.65,0.0226,41.4,161.0,77.0,28.4,122.0,1.18,,,,
2025-08-11 22:00:00+05:30,1.13,4.78,0.0244,39.3,181.0,76.0,28.2,160.0,1.13,,,,
2025-08-11 23:00:00+05:30,1.24,6.73,0.0302,39.0,190.0,77.0,27.8,168.0,1.08,,,,
2025-08-12 00:00:00+05:30,1.3,12.9,0.0418,40.2,201.0,78.0,27.9,153.0,1.17,,,,
2025-08-12 01:00:00+05:30,1.05,4.8,0.0281,41.1,187.0,81.5,27.4,166.0,1.15,,,,
2025-08-12 02:00:00+05:30,0.928,5.08,0.0244,,170.0,82.0,27.4,259.0,1.05,,,,
2025-08-12 03:00:00+05:30,0.908,5.98,0.0228,40.5,119.0,88.0,25.9,177.0,0.7,,,,
2025-08-12 04:00:00+05:30,0.553,3.9,0.0115,35.6,68.5,89.3,24.5,194.0,2.03,,,,
2025-08-12 05:00:00+05:30,0.418,3.6,0.0075,40.3,38.3,93.8,23.4,188.0,1.93,,,,
2025-08-12 06:00:00+05:30,0.485,5.65,0.0142,39.2,32.5,95.0,23.6,163.0,1.2,,,,
2025-08-12 07:00:00+05:30,0.563,7.83,0.0206,36.9,31.0,95.0,23.8,171.0,1.28,,,,
2025-08-12 08:00:00+05:30,0.838,20.6,0.0376,35.6,31.5,94.8,24.2,182.0,1.43,,,,
2025-08-12 09:00:00+05:30,0.978,15.7,0.032,35.3,36.5,89.8,24.5,192.0,1.9,,,,
2025-08-12 10:00:00+05:30,0.583,5.3,0.012,41.9,45.3,86.8,25.1,282.0,1.6,,,,
2025-08-12 11:00:00+05:30,0.71,11.1,0.0173,45.6,42.5,85.5,26.0,179.0,1.7,,,,
2025-08-12 12:00:00+05:30,0.643,7.38,0.0137,49.0,55.0,77.5,27.7,178.0,1.3,,,,
2025-08-12 13:00:00+05:30,0.548,5.03,0.0126,57.9,73.5,68.8,29.2,215.0,1.4,,,,
2025-08-12 14:00:00+05:30,0.49,5.3,0.0111,62.6,83.3,65.8,29.6,207.0,1.63,,,,
2025-08-12 15:00:00+05:30,0.525,5.55,0.0116,72.7,83.3,63.8,30.8,205.0,1.5,,,,
2025-08-12 16:00:00+05:30,0.485,9.38,0.0117,73.6,91.5,59.3,32.0,236.0,1.55,,,,
2025-08-12 17:00:00+05:30,0.503,4.55,0.0103,62.4,95.8,62.5,30.9,263.0,1.38,,,,
2025-08-12 18:00:00+05:30,0.52,8.55,0.0155,55.0,95.0,66.5,29.6,300.0,1.68,,,,
2025-08-12 19:00:00+05:30,0.595,6.28,0.0137,50.2,96.5,71.5,28.8,302.0,1.65,,,,
2025-08-12 20:00:00+05:30,0.888,3.9,0.0176,41.1,105.0,77.5,27.8,311.0,1.43,,,,
2025-08-12 21:00:00+05:30,1.32,5.73,0.0277,38.2,126.0,82.0,27.3,318.0,1.4,,,,
2025-08-12 22:00:00+05:30,1.41,20.6,0.0426,35.9,159.0,82.8,27.2,234.0,1.18,,,,
2025-08-12 23:00:00+05:30,1.69,35.2,0.0605,36.1,184.0,81.8,27.3,199.0,1.23,,,,
2025-08-13 00:00:00+05:30,1.57,31.7,0.0574,36.3,200.0,81.0,27.3,214.0,1.13,,,,
2025-08-13 01:00:00+05:30,1.18,13.7,0.0405,36.5,212.0,82.0,27.1,283.0,0.95,,,,
2025-08-13 02:00:00+05:30,1.54,40.2,0.0575,,209.0,83.8,27.1,261.0,1.08,,,,
2025-08-13 03:00:00+05:30,1.21,18.5,0.032,42.8,243.0,85.0,27.0,274.0,1.05,,,,
2025-08-13 04:00:00+05:30,0.743,8.4,0.0232,40.7,169.0,82.3,27.1,222.0,1.15,,,,
2025-08-13 05:00:00+05:30,0.643,5.38,0.02,40.8,139.0,82.0,27.1,274.0,1.15,,,,
2025-08-13 06:00:00+05:30,0.548,6.65,0.023,39.0,135.0,80.8,27.2,232.0,1.3,,,,
2025-08-13 07:00:00+05:30,0.655,14.2,0.0279,37.4,138.0,81.0,27.2,219.0,1.4,,,,
2025-08-13 08:00:00+05:30,0.625,13.8,0.0244,36.8,140.0,77.5,27.5,214.0,1.7,,,,
2025-08-13 09:00:00+05:30,0.465,7.18,0.0151,35.5,139.0,71.0,28.2,202.0,1.88,,,,
2025-08-13 10:00:00+05:30,0.43,7.3,0.0151,37.4,121.0,69.0,28.6,192.0,1.98,,,,
2025-08-13 11:00:00+05:30,0.385,6.7,0.0126,38.0,114.0,67.3,28.9,192.0,2.08,,,,
2025-08-13 12:00:00+05:30,0.363,5.18,0.0114,35.8,102.0,65.5,29.9,196.0,1.55,,,,
2025-08-13 13:00:00+05:30,0.378,3.38,0.00963,38.4,86.0,63.3,30.7,199.0,1.53,,,,
2025-08-13 14:00:00+05:30,0.385,4.78,0.0104,45.0,85.8,59.5,32.1,194.0,1.68,,,,
2025-08-13 15:00:00+05:30,0.405,4.95,0.0131,47.8,86.3,60.7,32.1,248.0,1.53,,,,
2025-08-13 16:00:00+05:30,0.438,5.03,0.0119,50.6,90.0,,,,,,,,
2025-08-13 17:00:00+05:30,0.463,11.0,0.0172,55.1,89.5,,,,,,,,
2025-08-13 18:00:00+05:30,0.553,6.75,0.0177,53.8,89.8,,,,,,,,
2025-08-13 19:00:00+05:30,0.663,18.2,0.0321,39.5,98.7,,,,,,,,
2025-08-13 20:00:00+05:30,0.755,4.63,0.019,37.9,110.0,75.3,28.8,255.0,1.07,,,,
2025-08-13 21:00:00+05:30,1.26,5.43,0.026,43.0,146.0,76.8,28.9,247.0,1.13,,,,
2025-08-13 22:00:00+05:30,1.51,5.25,0.0208,44.2,233.0,77.3,28.8,182.0,0.975,,,,
2025-08-13 23:00:00+05:30,1.58,12.2,0.0313,43.0,258.0,77.0,28.8,128.0,1.0,,,,
2025-08-14 00:00:00+05:30,1.53,24.0,0.0441,40.8,234.0,76.0,29.0,124.0,1.0,,,,
2025-08-14 01:00:00+05:30,1.41,19.3,0.0416,40.1,257.0,76.0,29.0,103.0,1.1,,,,
2025-08-14 02:00:00+05:30,1.31,16.7,0.0389,,209.0,79.0,28.3,160.0,1.08,,,,
2025-08-14 03:00:00+05:30,1.07,16.7,0.0373,45.7,142.0,82.5,27.6,196.0,1.03,,,,
2025-08-14 04:00:00+05:30,1.08,21.6,0.0409,49.6,108.0,83.3,27.5,203.0,1.1,,,,
2025-08-14 05:00:00+05:30,0.8,18.0,0.0554,65.6,119.0,83.3,27.0,149.0,1.23,,,,
2025-08-14 06:00:00+05:30,0.43,3.43,0.015,64.8,78.8,86.0,25.3,200.0,1.3,,,,
2025-08-14 07:00:00+05:30,0.445,3.6,0.012,43.7,25.3,90.8,24.2,157.0,1.68,,,,
2025-08-14 08:00:00+05:30,0.538,5.4,0.0179,41.8,18.0,94.0,24.0,201.0,1.6,,,,
2025-08-14 09:00:00+05:30,0.63,5.35,0.022,30.1,14.0,94.3,23.8,78.0,0.9,,,,
2025-08-14 10:00:00+05:30,0.608,4.58,0.0186,31.7,20.0,95.0,23.5,98.8,,,,,
2025-08-14 11:00:00+05:30,0.73,7.85,0.0239,37.1,17.8,95.0,23.7,174.0,1.1,,,,
2025-08-14 12:00:00+05:30,0.643,5.15,0.0185,43.6,13.3,95.0,23.8,65.0,,,,,
2025-08-14 13:00:00+05:30,0.595,5.7,0.0166,44.3,20.5,94.3,23.8,170.0,0.9,,,,
2025-08-14 14:00:00+05:30,0.758,6.13,0.0203,43.2,20.8,89.3,24.2,193.0,1.48,,,,
2025-08-14 15:00:00+05:30,0.838,8.18,0.0231,45.4,20.5,86.3,24.9,216.0,1.5,,,,
2025-08-14 16:00:00+05:30,0.708,4.13,0.0136,47.6,30.8,84.5,25.9,258.0,1.38,,,,
2025-08-14 17:00:00+05:30,0.735,3.1,0.013,48.3,34.3,83.8,26.1,245.0,1.13,,,,
2025-08-14 18:00:00+05:30,0.903,3.9,0.0211,47.8,53.8,84.8,25.9,267.0,1.18,,,,
2025-08-14 19:00:00+05:30,1.07,3.3,0.027,48.4,78.5,85.5,25.8,291.0,1.05,,,,
2025-08-14 20:00:00+05:30,1.05,2.78,0.0178,46.6,88.5,87.3,25.5,328.0,1.38,,,,
2025-08-14 21:00:00+05:30,0.97,3.25,0.0167,43.4,76.8,89.0,25.5,325.0,1.3,,,,
2025-08-14 22:00:00+05:30,0.98,3.95,0.0206,42.9,73.5,88.5,25.6,272.0,1.2,,,,
2025-08-14 23:00:00+05:30,1.12,3.1,0.0224,36.6,62.5,90.0,25.3,264.0,1.0,,,,
2025-08-15 00:00:00+05:30,1.37,7.63,0.0357,50.6,50.0,90.3,25.1,181.0,1.0,,,,
2025-08-15 01:00:00+05:30,1.16,13.8,0.0361,38.5,76.5,90.0,24.6,120.0,1.0,,,,
2025-08-15 02:00:00+05:30,0.918,6.48,0.0268,,70.8,91.0,24.6,167.0,0.95,,,,
2025-08-15 03:00:00+05:30,0.845,5.03,0.0235,41.7,58.0,91.0,24.6,225.0,1.0,,,,
2025-08-15 04:00:00+05:30,0.75,6.23,0.0229,39.0,59.3,91.0,24.7,229.0,1.45,,,,
2025-08-15 05:00:00+05:30,0.61,4.1,0.0191,38.6,62.5,91.0,24.6,149.0,1.5,,,,
2025-08-15 06:00:00+05:30,0.62,3.63,0.0114,40.4,57.5,93.5,24.4,197.0,1.63,,,,
2025-08-15 07:00:00+05:30,0.643,4.03,0.0112,40.5,48.0,95.0,24.5,273.0,1.25,,,,
2025-08-15 08:00:00+05:30,0.673,7.3,0.0132,42.2,55.5,95.0,24.8,235.0,1.23,,,,
2025-08-15 09:00:00+05:30,0.723,8.13,0.0142,40.9,74.3,90.8,25.4,210.0,1.15,,,,
2025-08-15 10:00:00+05:30,0.755,5.95,0.0135,41.9,91.5,86.8,26.5,253.0,1.53,,,,
2025-08-15 11:00:00+05:30,0.755,3.6,0.0103,42.6,95.5,84.0,27.0,148.0,1.58,,,,
2025-08-15 12:00:00+05:30,0.695,3.53,0.00963,43.4,90.0,82.5,27.1,88.8,1.43,,,,
2025-08-15 13:00:00+05:30,0.653,4.98,0.0129,43.1,69.0,89.5,25.0,112.0,1.15,,,,
2025-08-15 14:00:00+05:30,0.71,4.35,0.0145,44.2,39.8,89.5,24.9,158.0,1.3,,,,
2025-08-15 15:00:00+05:30,0.725,3.73,0.014,40.0,32.5,88.8,25.3,249.0,1.28,,,,
2025-08-15 16:00:00+05:30,0.653,4.23,0.0084,42.6,32.3,86.0,26.1,174.0,1.03,,,,
2025-08-15 17:00:00+05:30,0.743,2.78,0.0131,42.7,42.3,82.3,26.7,263.0,1.28,,,,
2025-08-15 18:00:00+05:30,0.63,3.65,0.00893,45.3,57.8,80.8,27.2,273.0,1.63,,,,
2025-08-15 19:00:00+05:30,0.743,4.5,0.0126,46.6,43.5,84.0,26.6,290.0,1.55,,,,
2025-08-15 20:00:00+05:30,1.02,3.18,0.0173,40.7,59.8,85.8,25.9,296.0,1.0,,,,
2025-08-15 21:00:00+05:30,1.4,6.53,0.0286,40.1,74.8,88.0,25.7,217.0,1.0,,,,
2025-08-15 22:00:00+05:30,1.53,6.98,0.0323,39.9,100.0,89.0,26.3,188.0,1.0,,,,
2025-08-15 23:00:00+05:30,1.58,24.3,0.0502,41.9,120.0,88.3,25.8,164.0,1.08,,,,
2025-08-16 00:00:00+05:30,1.46,12.2,0.0394,43.3,132.0,88.3,25.7,293.0,1.0,,,,
2025-08-16 01:00:00+05:30,1.42,8.55,0.0295,46.8,110.0,90.0,25.4,282.0,1.15,,,,
2025-08-16 02:00:00+05:30,1.47,18.0,0.039,,110.0,89.5,25.7,239.0,1.28,,,,
2025-08-16 03:00:00+05:30,1.43,16.0,0.0351,50.4,134.0,90.3,25.5,244.0,1.0,,,,
2025-08-16 04:00:00+05:30,1.32,16.0,0.0351,46.7,141.0,90.5,25.4,272.0,1.03,,,,
2025-08-16 05:00:00+05:30,1.28,28.1,0.0422,46.3,134.0,91.0,25.5,298.0,1.13,,,,
2025-08-16 06:00:00+05:30,1.21,23.8,0.0358,44.7,135.0,91.0,25.4,297.0,1.03,,,,
2025-08-16 07:00:00+05:30,1.22,27.6,0.0425,44.7,137.0,90.3,25.7,255.0,1.0,,,,
2025-08-16 08:00:00+05:30,0.893,10.4,0.0324,39.9,127.0,87.8,26.8,124.0,1.1,,,,
2025-08-16 09:00:00+05:30,0.808,6.6,0.0198,39.8,91.5,84.3,27.8,99.8,1.1,,,,
2025-08-16 10:00:00+05:30,0.683,5.05,0.0137,38.4,83.3,75.8,29.5,108.0,1.2,,,,
2025-08-16 11:00:00+05:30,0.635,8.0,0.016,41.0,64.8,72.0,30.5,110.0,1.15,,,,
2025-08-16 12:00:00+05:30,0.625,3.95,0.0119,42.5,72.5,71.0,30.1,132.0,1.73,,,,
2025-08-16 13:00:00+05:30,0.628,6.05,0.0152,41.6,72.8,70.3,29.4,186.0,1.63,,,,
2025-08-16 14:00:00+05:30,0.638,3.98,0.0122,179.0,53.8,66.0,30.9,203.0,1.48,,,,
2025-08-16 15:00:00+05:30,0.615,3.18,0.0117,587.0,60.8,73.5,29.2,215.0,1.35,,,,
2025-08-16 16:00:00+05:30,0.638,3.3,0.0119,169.0,61.3,69.8,30.4,227.0,1.48,,,,
2025-08-16 17:00:00+05:30,0.588,5.1,0.0107,70.2,73.8,73.8,30.0,300.0,1.63,,,,
2025-08-16 18:00:00+05:30,0.668,4.35,0.0128,68.1,80.5,72.8,29.7,163.0,1.48,,,,
2025-08-16 19:00:00+05:30,0.873,6.93,0.0247,50.1,103.0,76.8,28.2,173.0,1.15,,,,
2025-08-16 20:00:00+05:30,1.3,5.3,0.0324,40.8,113.0,77.5,28.0,259.0,1.15,,,,
2025-08-16 21:00:00+05:30,1.7,5.65,0.0347,55.1,155.0,79.5,28.1,224.0,1.15,,,,
2025-08-16 22:00:00+05:30,1.97,8.8,0.0363,45.4,183.0,81.0,27.8,228.0,1.03,,,,
2025-08-16 23:00:00+05:30,1.81,10.2,0.0318,42.7,205.0,82.3,27.8,253.0,1.4,,,,
2025-08-17 00:00:00+05:30,1.34,4.17,0.0233,,224.0,84.0,27.6,219.0,1.13,,,,
2025-08-17 01:00:00+05:30,1.48,15.3,0.06,44.5,175.0,86.0,27.3,253.0,1.0,,,,
2025-08-17 02:00:00+05:30,1.69,22.1,0.0512,,174.0,85.5,27.2,236.0,1.0,,,,
2025-08-17 03:00:00+05:30,1.27,12.0,0.0338,43.3,149.0,82.8,27.2,162.0,1.08,,,,
2025-08-17 04:00:00+05:30,0.878,4.05,0.0246,38.5,96.8,81.0,27.0,167.0,1.08,,,,
2025-08-17 05:00:00+05:30,0.703,3.6,0.0212,39.5,66.0,82.0,26.8,193.0,1.05,,,,
2025-08-17 06:00:00+05:30,0.6375,4.25,0.0209999999999999,38.0,66.75,82.25,26.7,193.0,1.0750000000000002,,,,
2025-08-17 07:00:00+05:30,0.675,5.33,0.0215,38.6,72.0,83.0,26.6,181.0,1.08,,,,
2025-08-17 08:00:00+05:30,0.69,7.88,0.0229,38.6,79.0,82.0,27.1,201.0,1.1,,,,
2025-08-17 09:00:00+05:30,0.695,5.65,0.0194,42.1,74.3,80.5,27.8,94.5,1.13,,,,
2025-08-17 10:00:00+05:30,0.733,8.53,0.0206,44.4,82.5,79.5,28.6,90.0,1.1,,,,
2025-08-17 11:00:00+05:30,0.893,15.7,0.0286,45.9,103.0,77.8,29.2,70.8,1.28,,,,
2025-08-17 12:00:00+05:30,0.78,9.88,0.0185,50.2,122.0,74.5,30.0,72.3,1.43,,,,
2025-08-17 13:00:00+05:30,0.66,3.38,0.0108,54.4,111.0,73.5,30.0,73.0,1.63,,,,
2025-08-17 14:00:00+05:30,0.598,4.98,0.00823,52.8,90.8,74.8,29.9,96.0,2.2,,,,
2025-08-17 15:00:00+05:30,0.623,4.6,0.0093,49.7,66.0,74.3,30.1,219.0,2.9,,,,
2025-08-17 16:00:00+05:30,0.58,3.88,0.0102,49.7,74.8,75.5,28.5,140.0,1.7,,,,
2025-08-17 17:00:00+05:30,0.615,4.75,0.0146,45.7,65.3,88.3,25.2,203.0,1.13,,,,
2025-08-17 18:00:00+05:30,0.818,5.13,0.0215,34.6,41.0,88.0,25.5,93.5,1.15,,,,
2025-08-17 19:00:00+05:30,0.793,9.08,0.0225,36.2,45.5,84.8,25.8,79.3,1.43,,,,
2025-08-17 20:00:00+05:30,1.01,3.9,0.0214,37.3,47.3,83.5,26.1,224.0,1.15,,,,
