Local Time,NO,NO2,NOX,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,CO,O3,NH3
2025-09-24 17:00:00+05:30,7.7,9.35,0.0112,18.3,54.3,31.8,219.0,0.475,,,,,
2025-09-24 18:00:00+05:30,8.25,14.9,0.0146,20.3,58.0,31.1,234.0,0.3,,,,,
2025-09-24 19:00:00+05:30,7.83,23.0,0.0186,25.0,63.3,29.9,234.0,0.3,,,,,
2025-09-24 20:00:00+05:30,7.78,27.6,0.0211,31.5,65.5,29.4,234.0,0.3,,,,,
2025-09-24 21:00:00+05:30,6.1,27.3,0.0195,49.5,63.0,29.8,235.0,0.3,,,,,
2025-09-24 22:00:00+05:30,7.68,23.1,0.0186,52.8,64.8,29.4,235.0,0.3,,,,,
2025-09-24 23:00:00+05:30,7.53,19.9,0.0167,38.5,71.8,28.2,234.0,0.3,,,,,
2025-09-25 00:00:00+05:30,8.8,23.1,0.0194,34.0,76.0,27.7,234.0,0.3,,,,,
2025-09-25 01:00:00+05:30,7.35,27.2,0.0205,42.0,81.0,27.2,235.0,0.3,,,,,
2025-09-25 02:00:00+05:30,8.25,20.1,0.0174,44.3,81.5,27.2,234.0,0.3,,,,,
2025-09-25 03:00:00+05:30,7.5,21.9,0.0178,50.3,82.0,27.1,235.0,0.3,,,,,
2025-09-25 04:00:00+05:30,8.28,19.0,0.0168,62.8,82.0,27.0,235.0,0.3,,,,,
2025-09-25 05:00:00+05:30,8.83,18.0,0.0167,52.5,82.5,26.8,235.0,0.3,,,,,
2025-09-25 06:00:00+05:30,7.38,17.3,0.0152,50.3,82.0,26.7,235.0,0.3,,,,,
2025-09-25 07:00:00+05:30,9.35,19.7,0.0181,50.5,80.3,26.8,235.0,0.3,,,,,
2025-09-25 08:00:00+05:30,8.43,15.6,0.0152,53.8,76.8,27.6,239.0,0.35,,,,,
2025-09-25 09:00:00+05:30,7.93,9.5,0.0115,38.5,63.5,29.8,239.0,0.45,,,,,
2025-09-25 10:00:00+05:30,7.8,9.85,0.0116,27.5,56.0,31.3,259.0,0.575,,,,,
2025-09-25 11:00:00+05:30,6.18,9.85,0.0103,17.5,53.3,32.1,202.0,0.75,,,,,
2025-09-25 12:00:00+05:30,7.05,7.88,0.00998,18.3,50.5,33.2,274.0,0.45,,,,,
2025-09-25 13:00:00+05:30,4.85,8.43,0.00848,16.0,49.0,33.9,240.0,0.475,,,,,
2025-09-25 14:00:00+05:30,5.6,8.6,0.00913,16.0,47.3,34.4,188.0,0.333,,,,,
2025-09-25 15:00:00+05:30,7.7,8.9,0.0111,14.0,50.0,33.5,244.0,0.3,,,,,
2025-09-25 16:00:00+05:30,4.43,11.7,0.00988,15.5,52.0,32.9,239.0,0.325,,,,,
2025-09-25 17:00:00+05:30,5.78,10.4,0.0103,20.5,56.3,32.0,247.0,0.3,,,,,
2025-09-25 18:00:00+05:30,6.5,15.5,0.0136,22.0,59.0,31.2,249.0,0.3,,,,,
2025-09-25 19:00:00+05:30,8.0,35.3,0.0253,24.3,64.8,30.1,248.0,0.3,,,,,
2025-09-25 20:00:00+05:30,10.2,31.5,0.025,35.8,69.8,29.3,248.0,0.3,,,,,
2025-09-25 21:00:00+05:30,17.6,32.4,0.0315,66.5,73.3,28.7,248.0,0.3,,,,,
2025-09-25 22:00:00+05:30,9.43,32.0,0.0247,101.0,72.8,28.6,248.0,0.3,,,,,
2025-09-25 23:00:00+05:30,5.73,28.8,0.02,56.5,72.3,28.8,248.0,0.3,,,,,
2025-09-26 00:00:00+05:30,6.27,24.2,0.0179,58.0,72.3,28.9,248.0,0.3,,,,,
2025-09-26 01:00:00+05:30,3.8,21.1,0.0141,44.5,75.0,28.6,248.0,0.3,,,,,
2025-09-26 02:00:00+05:30,5.78,17.1,0.0138,43.8,78.0,28.1,248.0,0.3,,,,,
2025-09-26 03:00:00+05:30,9.7,10.4,0.0134,39.0,79.8,27.8,248.0,0.3,,,,,
2025-09-26 04:00:00+05:30,5.98,13.0,0.0118,35.8,84.0,27.1,248.0,0.3,,,,,
2025-09-26 05:00:00+05:30,8.85,18.7,0.0171,40.5,85.5,26.9,248.0,0.3,,,,,
2025-09-26 06:00:00+05:30,10.9,18.1,0.0186,56.8,86.8,26.7,248.0,0.3,,,,,
2025-09-26 07:00:00+05:30,10.8,21.2,0.02,56.8,87.3,26.7,248.0,0.3,,,,,
2025-09-26 08:00:00+05:30,9.95,19.9,0.0187,57.5,86.3,27.5,248.0,0.3,,,,,
2025-09-26 09:00:00+05:30,7.63,14.8,0.0141,53.0,73.0,29.5,248.0,0.433,,,,,
2025-09-26 10:00:00+05:30,5.3,11.3,0.0103,41.0,57.0,32.5,229.0,0.3,,,,,
2025-09-26 11:00:00+05:30,6.57,11.5,0.0115,40.7,53.0,33.3,221.0,0.333,,,,,
2025-09-26 12:00:00+05:30,7.43,12.0,0.0124,40.5,49.0,34.0,237.0,0.625,,,,,
2025-09-26 13:00:00+05:30,6.75,11.2,0.0116,40.3,47.3,34.5,211.0,0.675,,,,,
2025-09-26 14:00:00+05:30,6.65,10.8,0.0112,34.8,46.0,34.6,199.0,0.55,,,,,
2025-09-26 15:00:00+05:30,6.13,12.5,0.0117,33.3,46.8,34.1,221.0,0.35,,,,,
2025-09-26 16:00:00+05:30,8.73,13.5,0.0143,31.7,49.7,33.1,226.0,0.4,,,,,
2025-09-26 17:00:00+05:30,7.2,16.7,0.0147,33.0,52.0,32.4,224.0,0.3,,,,,
2025-09-26 19:00:00+05:30,8.5,28.0,0.0218,35.0,61.0,30.3,216.0,0.3,,,,,
2025-09-26 20:00:00+05:30,13.3,32.5,0.0281,42.5,65.5,29.7,216.0,0.3,,,,,
2025-09-26 21:00:00+05:30,10.8,31.0,0.0252,50.0,70.5,28.9,215.0,0.3,,,,,
2025-09-26 22:00:00+05:30,11.5,27.5,0.0239,50.7,74.0,28.6,215.0,0.3,,,,,
2025-09-26 23:00:00+05:30,11.1,26.8,0.0233,53.3,75.3,28.3,215.0,0.3,,,,,
2025-09-27 00:00:00+05:30,12.5,29.1,0.0255,57.0,76.7,28.3,215.0,0.3,,,,,
2025-09-27 02:00:00+05:30,7.9,13.8,0.0138,53.0,75.0,28.6,214.0,0.3,,,,,
2025-09-27 03:00:00+05:30,6.0,14.8,0.0127,48.3,71.3,29.2,212.0,0.3,,,,,
2025-09-27 04:00:00+05:30,7.55,15.5,0.0144,41.0,72.0,29.1,211.0,0.3,,,,,
2025-09-27 05:00:00+05:30,7.55,17.0,0.0152,44.0,72.8,29.0,211.0,0.3,,,,,
2025-09-27 06:00:00+05:30,8.48,17.3,0.0161,48.5,74.0,28.8,211.0,0.3,,,,,
2025-09-27 07:00:00+05:30,7.6,24.2,0.0191,67.5,73.8,28.9,211.0,0.3,,,,,
2025-09-27 08:00:00+05:30,8.4,27.9,0.0217,90.0,72.3,29.1,197.0,0.3,,,,,
2025-09-27 09:00:00+05:30,9.58,25.4,0.0213,101.0,65.5,30.8,198.0,0.3,,,,,
2025-09-27 10:00:00+05:30,6.08,20.2,0.0157,78.8,58.8,32.5,198.0,0.3,,,,,
2025-09-27 11:00:00+05:30,6.45,13.1,0.0122,68.3,53.0,34.0,198.0,0.35,,,,,
2025-09-27 12:00:00+05:30,5.73,9.78,0.00985,54.0,47.5,34.8,195.0,0.35,,,,,
2025-09-27 13:00:00+05:30,6.43,8.95,0.00998,45.5,46.0,35.3,187.0,0.325,,,,,
2025-09-27 14:00:00+05:30,5.9,10.1,0.0102,48.5,45.3,35.3,186.0,0.3,,,,,
2025-09-27 15:00:00+05:30,6.0,10.9,0.0108,55.7,45.3,35.1,186.0,0.3,,,,,
2025-09-27 16:00:00+05:30,6.43,11.6,0.0115,59.0,48.3,34.1,186.0,0.375,,,,,
2025-09-27 17:00:00+05:30,8.25,13.8,0.0142,54.3,50.0,33.3,186.0,0.3,,,,,
2025-09-27 18:00:00+05:30,13.4,20.4,0.0216,59.3,55.5,32.6,186.0,0.3,,,,,
2025-09-27 19:00:00+05:30,15.6,29.2,0.0282,65.8,60.0,31.7,186.0,0.3,,,,,
2025-09-27 20:00:00+05:30,16.3,25.2,0.0265,77.0,60.5,31.4,186.0,0.3,,,,,
2025-09-27 21:00:00+05:30,17.4,29.3,0.0297,91.3,62.0,31.1,185.0,0.325,,,,,
2025-09-27 22:00:00+05:30,12.6,41.1,0.032,113.0,64.8,30.5,185.0,0.3,,,,,
2025-09-27 23:00:00+05:30,9.5,37.6,0.0277,134.0,64.0,30.6,185.0,0.3,,,,,
2025-09-28 00:00:00+05:30,10.6,37.9,0.0289,139.0,66.3,30.2,185.0,0.3,,,,,
2025-09-28 01:00:00+05:30,7.6,32.1,0.0234,141.0,76.5,28.9,185.0,0.3,,,,,
2025-09-28 02:00:00+05:30,9.13,30.5,0.0236,149.0,75.8,29.1,185.0,0.3,,,,,
2025-09-28 03:00:00+05:30,7.7,24.2,0.0191,132.0,74.5,29.2,185.0,0.3,,,,,
2025-09-28 04:00:00+05:30,8.88,29.2,0.0227,120.0,77.3,28.9,185.0,0.3,,,,,
2025-09-28 05:00:00+05:30,9.58,29.6,0.0236,117.0,78.5,28.6,185.0,0.3,,,,,
2025-09-28 06:00:00+05:30,18.0,25.8,0.0284,103.0,79.5,28.6,185.0,0.3,,,,,
2025-09-28 07:00:00+05:30,13.8,28.2,0.0262,100.0,77.3,28.7,185.0,0.3,,,,,
2025-09-28 08:00:00+05:30,13.8,26.0,0.025,88.3,75.3,29.4,185.0,0.3,,,,,
2025-09-28 09:00:00+05:30,8.08,19.3,0.0168,76.0,66.8,31.5,213.0,0.45,,,,,
2025-09-28 10:00:00+05:30,5.95,13.8,0.0122,61.8,60.3,32.8,193.0,0.65,,,,,
2025-09-28 11:00:00+05:30,6.58,11.7,0.0116,49.0,54.8,33.9,186.0,1.0,,,,,
2025-09-28 12:00:00+05:30,6.8,10.9,0.0113,30.3,52.3,34.6,143.0,1.0,,,,,
2025-09-28 13:00:00+05:30,6.6,8.08,0.00963,25.0,49.5,35.1,129.0,1.03,,,,,
2025-09-28 14:00:00+05:30,5.93,8.2,0.00923,16.5,48.3,35.5,112.0,0.85,,,,,
2025-09-28 15:00:00+05:30,4.6,9.38,0.00868,18.3,49.8,34.8,129.0,0.95,,,,,
2025-09-28 16:00:00+05:30,7.13,6.9,0.00948,18.5,51.3,34.1,157.0,0.5,,,,,
2025-09-28 17:00:00+05:30,4.68,7.93,0.008,16.8,52.8,33.3,148.0,0.675,,,,,
2025-09-28 18:00:00+05:30,5.98,10.2,0.0103,16.3,54.8,32.5,147.0,0.35,,,,,
2025-09-28 19:00:00+05:30,6.0,20.7,0.0159,23.8,58.3,31.8,148.0,0.3,,,,,
2025-09-28 20:00:00+05:30,6.55,27.1,0.0198,46.3,61.0,31.2,155.0,0.3,,,,,
2025-09-28 21:00:00+05:30,7.0,28.0,0.0206,53.0,62.0,30.8,146.0,0.3,,,,,
2025-09-28 23:00:00+05:30,7.18,31.1,0.0223,63.8,67.3,30.2,150.0,0.3,,,,,
2025-09-29 00:00:00+05:30,10.5,32.6,0.0259,66.0,68.7,30.0,153.0,0.3,,,,,
2025-09-29 01:00:00+05:30,11.8,33.1,0.0271,66.5,71.0,29.6,151.0,0.3,,,,,
2025-09-29 02:00:00+05:30,11.2,32.6,0.0265,67.3,72.5,29.5,148.0,0.3,,,,,
2025-09-29 03:00:00+05:30,11.0,29.8,0.0248,66.3,74.3,29.1,147.0,0.3,,,,,
2025-09-29 04:00:00+05:30,8.23,28.5,0.0219,63.0,75.0,29.0,148.0,0.3,,,,,
2025-09-29 05:00:00+05:30,10.9,30.8,0.0252,67.5,75.8,28.9,147.0,0.3,,,,,
2025-09-29 06:00:00+05:30,13.7,29.5,0.0267,61.0,76.8,28.8,147.0,0.3,,,,,
2025-09-29 07:00:00+05:30,24.6,25.9,0.0337,56.8,79.3,28.5,148.0,0.3,,,,,
2025-09-29 08:00:00+05:30,13.2,25.1,0.0241,58.5,77.0,29.3,150.0,0.3,,,,,
2025-09-29 09:00:00+05:30,7.93,18.0,0.016,45.5,65.0,31.4,148.0,0.35,,,,,
2025-09-29 10:00:00+05:30,7.13,15.4,0.014,37.0,61.8,31.9,131.0,0.3,,,,,
2025-09-29 11:00:00+05:30,7.48,14.7,0.014,34.0,57.8,32.8,129.0,0.3,,,,,
2025-09-29 12:00:00+05:30,4.73,11.4,0.00995,34.3,52.0,34.2,123.0,0.525,,,,,
2025-09-29 13:00:00+05:30,6.53,10.6,0.0109,35.3,49.8,34.8,99.0,0.375,,,,,
2025-09-29 14:00:00+05:30,6.4,10.3,0.0106,36.5,49.3,34.6,78.3,0.525,,,,,
2025-09-29 15:00:00+05:30,5.88,8.4,0.00933,36.3,48.3,34.8,68.5,0.5,,,,,
2025-09-29 16:00:00+05:30,5.78,8.23,0.00908,31.8,49.5,33.9,67.5,0.35,,,,,
2025-09-29 17:00:00+05:30,5.73,9.3,0.00963,35.5,51.8,33.1,67.5,0.3,,,,,
2025-09-29 18:00:00+05:30,5.63,14.2,0.0122,40.5,54.3,32.3,67.0,0.3,,,,,
2025-09-29 19:00:00+05:30,5.83,25.2,0.0181,42.0,57.0,31.7,67.8,0.3,,,,,
2025-09-29 20:00:00+05:30,6.78,33.4,0.0233,47.3,59.8,31.2,68.0,0.3,,,,,
2025-09-29 21:00:00+05:30,7.98,37.8,0.0264,70.0,62.8,30.7,68.0,0.3,,,,,
2025-09-29 22:00:00+05:30,8.18,41.8,0.0288,95.8,64.5,30.8,67.3,0.3,,,,,
2025-09-29 23:00:00+05:30,5.33,24.7,0.0176,110.0,67.3,30.6,67.7,0.3,,,,,
2025-09-30 00:00:00+05:30,5.0,19.9,0.0147,90.0,69.0,30.3,67.3,0.3,,,,,
2025-09-30 01:00:00+05:30,6.75,23.2,0.0179,88.0,70.0,30.0,68.0,0.3,,,,,
2025-09-30 02:00:00+05:30,7.53,22.4,0.018,88.0,70.3,29.9,68.0,0.35,,,,,
2025-09-30 03:00:00+05:30,8.35,21.6,0.018,79.0,71.0,29.8,68.0,0.3,,,,,
2025-09-30 04:00:00+05:30,8.03,27.1,0.021,75.0,70.5,29.8,68.0,0.3,,,,,
2025-09-30 05:00:00+05:30,9.9,26.7,0.0223,69.0,73.5,29.4,68.0,0.3,,,,,
2025-09-30 06:00:00+05:30,23.0,30.6,0.0349,81.0,76.3,29.1,68.0,0.3,,,,,
2025-09-30 07:00:00+05:30,25.1,27.1,0.0349,89.0,76.8,29.1,68.0,0.3,,,,,
2025-09-30 08:00:00+05:30,23.7,28.0,0.0341,92.0,76.3,29.5,68.3,0.3,,,,,
2025-09-30 09:00:00+05:30,10.2,28.7,0.0234,99.0,66.8,31.1,67.8,0.3,,,,,
2025-09-30 10:00:00+05:30,8.23,23.8,0.0193,85.0,61.8,31.8,68.3,0.325,,,,,
2025-09-30 11:00:00+05:30,7.73,14.8,0.0141,89.0,57.0,32.4,67.0,0.375,,,,,
2025-09-30 12:00:00+05:30,5.65,13.4,0.0117,48.0,67.5,29.8,134.0,3.48,,,,,
2025-09-30 13:00:00+05:30,5.15,10.3,0.00973,56.0,85.0,25.9,56.0,0.8,,,,,
2025-09-30 14:00:00+05:30,6.75,17.4,0.0148,13.0,87.0,25.8,46.3,1.23,,,,,
2025-09-30 15:00:00+05:30,5.85,20.8,0.0158,8.0,88.0,26.0,80.8,0.65,,,,,
2025-09-30 16:00:00+05:30,9.78,26.0,0.0218,16.0,87.8,26.7,49.8,0.45,,,,,
2025-09-30 17:00:00+05:30,8.4,29.5,0.0225,29.0,87.0,27.1,33.0,0.3,,,,,
2025-09-30 18:00:00+05:30,14.5,39.2,0.0327,19.0,87.0,27.0,33.0,0.3,,,,,
2025-09-30 19:00:00+05:30,16.4,41.4,0.0354,36.0,86.8,26.8,35.5,0.3,,,,,
2025-09-30 20:00:00+05:30,10.3,36.6,0.0278,33.0,85.8,26.7,40.0,0.3,,,,,
2025-09-30 21:00:00+05:30,8.15,32.9,0.0242,31.0,84.5,26.9,40.0,0.3,,,,,
2025-09-30 22:00:00+05:30,6.9,27.6,0.0203,38.0,83.3,27.0,41.7,0.3,,,,,
2025-09-30 23:00:00+05:30,8.23,26.2,0.0206,39.0,85.3,26.8,41.3,0.3,,,,,
2025-10-01 00:00:00+05:30,8.47,21.5,0.0183,44.0,85.7,26.8,41.7,0.3,,,,,
2025-10-01 01:00:00+05:30,6.0,16.6,0.0137,36.0,85.0,26.7,41.0,0.3,,,,,
2025-10-01 02:00:00+05:30,9.7,25.2,0.0213,20.0,84.8,26.8,41.5,0.3,,,,,
2025-10-01 03:00:00+05:30,9.8,20.4,0.0188,89.0,84.8,26.8,41.0,0.3,,,,,
2025-10-01 04:00:00+05:30,9.13,21.5,0.0188,38.0,85.0,26.7,44.5,0.425,,,,,
2025-10-01 05:00:00+05:30,9.43,21.4,0.0191,48.0,85.8,26.7,29.3,0.425,,,,,
2025-10-01 06:00:00+05:30,9.9,20.0,0.0186,58.0,86.0,26.7,18.3,0.3,,,,,
2025-10-01 07:00:00+05:30,14.7,20.3,0.0226,59.0,86.3,26.6,17.0,0.3,,,,,
2025-10-01 08:00:00+05:30,12.6,19.2,0.0204,56.0,85.8,26.8,17.0,0.3,,,,,
2025-10-01 09:00:00+05:30,9.35,19.5,0.018,69.0,77.5,28.2,17.3,0.3,,,,,
2025-10-01 10:00:00+05:30,7.58,19.8,0.0167,56.0,67.0,30.0,52.0,0.3,,,,,
2025-10-01 11:00:00+05:30,7.2,18.2,0.0156,61.0,59.7,31.6,69.3,0.3,,,,,
2025-10-01 12:00:00+05:30,7.45,13.2,0.0131,53.0,56.0,32.4,53.8,0.375,,,,,
2025-10-01 13:00:00+05:30,4.58,11.5,0.0099,40.0,52.8,33.3,18.3,0.325,,,,,
2025-10-01 14:00:00+05:30,4.95,9.55,0.00905,38.0,50.5,33.6,55.5,0.325,,,,,
2025-10-01 15:00:00+05:30,6.18,9.53,0.0101,25.0,50.8,33.3,61.5,0.3,,,,,
2025-10-01 16:00:00+05:30,5.35,11.3,0.0104,33.0,53.8,32.1,53.5,0.3,,,,,
2025-10-01 17:00:00+05:30,4.45,14.3,0.0112,38.0,59.3,31.2,53.0,0.3,,,,,
2025-10-01 18:00:00+05:30,5.63,18.5,0.0145,41.0,63.8,30.4,53.0,0.3,,,,,
2025-10-01 19:00:00+05:30,6.43,32.0,0.0222,40.0,70.8,29.3,56.5,0.3,,,,,
2025-10-01 20:00:00+05:30,7.1,32.3,0.0229,46.0,75.5,28.7,57.0,0.3,,,,,
2025-10-01 21:00:00+05:30,8.05,33.0,0.0241,63.0,78.3,28.4,57.0,0.3,,,,,
2025-10-01 22:00:00+05:30,9.63,36.1,0.0271,78.0,80.0,28.3,57.0,0.3,,,,,
2025-10-01 23:00:00+05:30,20.1,38.8,0.0368,96.0,81.0,28.1,57.0,0.3,,,,,
2025-10-02 00:00:00+05:30,17.1,47.0,0.0391,88.0,81.7,27.9,57.0,0.3,,,,,
2025-10-02 01:00:00+05:30,7.55,37.7,0.0262,80.0,80.0,27.6,57.0,0.3,,,,,
2025-10-02 02:00:00+05:30,11.3,34.9,0.0278,58.0,81.5,27.5,57.0,0.3,,,,,
2025-10-02 03:00:00+05:30,14.4,29.3,0.0271,48.0,82.8,27.4,57.0,0.3,,,,,
2025-10-02 04:00:00+05:30,15.3,25.1,0.0257,41.0,84.0,27.4,57.0,0.3,,,,,
2025-10-02 05:00:00+05:30,10.9,26.3,0.0228,45.0,83.8,27.5,57.0,0.3,,,,,
2025-10-02 06:00:00+05:30,14.9,25.0,0.0253,46.0,84.3,27.3,57.0,0.3,,,,,
2025-10-02 07:00:00+05:30,12.7,25.0,0.0237,48.0,84.5,27.3,57.0,0.3,,,,,
2025-10-02 08:00:00+05:30,13.1,28.9,0.026,78.0,81.3,28.1,57.0,0.3,,,,,
2025-10-02 09:00:00+05:30,11.0,26.9,0.0233,79.0,71.8,29.6,56.5,0.3,,,,,
2025-10-02 10:00:00+05:30,7.65,21.2,0.0175,77.0,64.8,31.1,56.0,0.3,,,,,
2025-10-02 11:00:00+05:30,6.18,18.0,0.0147,66.0,57.8,32.4,57.0,0.3,,,,,
2025-10-02 12:00:00+05:30,5.6,12.2,0.0111,59.0,57.0,32.5,47.3,0.3,,,,,
2025-10-02 13:00:00+05:30,6.43,12.2,0.0118,66.0,54.3,33.1,54.8,0.375,,,,,
2025-10-02 14:00:00+05:30,6.93,11.1,0.0115,62.0,62.3,30.6,107.0,0.45,,,,,
2025-10-02 15:00:00+05:30,6.98,12.7,0.0125,47.0,80.8,28.0,131.0,0.3,,,,,
2025-10-02 16:00:00+05:30,4.9,13.0,0.0109,53.0,81.8,28.0,81.0,0.3,,,,,
2025-10-02 17:00:00+05:30,5.85,15.6,0.0131,48.0,78.3,28.2,60.8,0.3,,,,,
2025-10-02 18:00:00+05:30,7.38,21.7,0.0175,57.0,79.0,28.6,61.0,0.3,,,,,
2025-10-02 19:00:00+05:30,6.03,21.8,0.0165,94.0,79.0,28.3,62.5,0.375,,,,,
2025-10-02 20:00:00+05:30,7.3,9.43,0.011,53.0,76.8,27.1,71.3,0.525,,,,,
2025-10-02 21:00:00+05:30,5.1,13.0,0.0111,23.0,78.5,27.0,47.5,0.35,,,,,
2025-10-02 22:00:00+05:30,6.7,14.9,0.0134,33.0,80.3,27.4,72.3,0.4,,,,,
2025-10-02 23:00:00+05:30,5.4,12.2,0.0109,39.0,83.0,27.4,40.5,0.375,,,,,
2025-10-03 00:00:00+05:30,6.13,12.1,0.0114,46.0,83.3,27.3,35.7,0.3,,,,,
2025-10-03 01:00:00+05:30,6.2,14.6,0.0129,42.0,82.0,27.1,18.5,0.3,,,,,
2025-10-03 02:00:00+05:30,6.35,13.6,0.0124,39.0,82.5,27.0,30.5,0.3,,,,,
2025-10-03 03:00:00+05:30,3.95,11.5,0.00905,35.0,84.0,26.8,187.0,0.325,,,,,
2025-10-03 04:00:00+05:30,7.55,15.1,0.0142,33.0,85.3,26.6,33.3,0.3,,,,,
2025-10-03 05:00:00+05:30,5.98,12.7,0.0117,39.0,86.3,26.5,23.0,0.375,,,,,
2025-10-03 06:00:00+05:30,6.1,14.3,0.0126,29.0,87.3,26.4,39.3,0.375,,,,,
2025-10-03 07:00:00+05:30,7.18,15.0,0.0139,30.0,88.0,26.5,50.8,0.3,,,,,
2025-10-03 08:00:00+05:30,9.18,15.9,0.0159,36.0,86.3,27.1,55.0,0.3,,,,,
2025-10-03 09:00:00+05:30,8.38,13.4,0.014,42.0,77.0,28.8,46.5,0.325,,,,,
2025-10-03 10:00:00+05:30,5.28,10.9,0.0102,44.0,63.8,30.7,40.5,0.525,,,,,
2025-10-03 11:00:00+05:30,5.78,8.4,0.00913,18.0,55.5,32.2,195.0,0.475,,,,,
2025-10-03 12:00:00+05:30,5.4,7.18,0.00815,18.0,52.5,32.8,285.0,0.4,,,,,
2025-10-03 13:00:00+05:30,5.93,6.58,0.0083,16.0,51.3,33.0,314.0,0.3,,,,,
2025-10-03 14:00:00+05:30,5.9,8.2,0.00915,16.0,49.0,33.8,238.0,0.35,,,,,
2025-10-03 15:00:00+05:30,6.6,7.23,0.00925,18.0,49.3,33.5,15.5,0.3,,,,,
2025-10-03 16:00:00+05:30,4.45,9.2,0.00845,14.0,52.8,32.1,13.0,0.4,,,,,
2025-10-03 17:00:00+05:30,5.5,10.4,0.01,18.0,55.0,31.3,14.8,0.3,,,,,
2025-10-03 18:00:00+05:30,4.35,12.7,0.0104,24.0,57.0,30.8,15.0,0.3,,,,,
2025-10-03 19:00:00+05:30,6.3,26.1,0.019,34.0,59.8,30.1,15.0,0.3,,,,,
2025-10-03 20:00:00+05:30,14.1,37.9,0.0317,48.0,65.8,29.3,15.0,0.3,,,,,
2025-10-03 21:00:00+05:30,9.3,38.1,0.0278,52.0,70.8,28.7,15.0,0.3,,,,,
2025-10-03 22:00:00+05:30,13.7,39.1,0.0319,62.0,71.5,28.8,15.0,0.3,,,,,
2025-10-03 23:00:00+05:30,29.3,42.5,0.0464,69.0,72.8,28.5,15.0,0.3,,,,,
2025-10-04 00:00:00+05:30,32.4,38.2,0.0466,105.0,75.7,28.1,15.0,0.3,,,,,
2025-10-04 01:00:00+05:30,19.7,31.2,0.0327,107.0,79.0,27.7,15.0,0.3,,,,,
2025-10-04 02:00:00+05:30,22.8,31.4,0.0352,72.0,78.3,27.8,15.0,0.3,,,,,
2025-10-04 03:00:00+05:30,28.2,24.6,0.0358,91.0,82.3,27.3,15.0,0.3,,,,,
2025-10-04 04:00:00+05:30,10.2,37.9,0.0285,73.0,79.8,27.6,15.0,0.3,,,,,
2025-10-04 05:00:00+05:30,10.8,37.0,0.0284,130.0,79.0,27.6,15.0,0.3,,,,,
2025-10-04 06:00:00+05:30,14.0,37.5,0.0312,106.0,80.5,27.5,15.0,0.3,,,,,
2025-10-04 07:00:00+05:30,11.1,30.0,0.025,116.0,82.5,27.3,15.0,0.3,,,,,
2025-10-04 08:00:00+05:30,11.8,26.5,0.0237,100.0,81.5,27.8,14.8,0.3,,,,,
2025-10-04 09:00:00+05:30,10.6,22.6,0.0206,103.0,73.3,29.4,14.8,0.3,,,,,
2025-10-04 10:00:00+05:30,6.08,18.0,0.0145,111.0,62.0,31.4,34.3,0.3,,,,,
2025-10-04 11:00:00+05:30,6.9,13.7,0.013,94.0,55.3,32.7,70.5,0.35,,,,,
2025-10-04 12:00:00+05:30,5.5,10.3,0.00995,53.0,53.0,33.1,57.8,0.45,,,,,
2025-10-04 13:00:00+05:30,5.53,15.8,0.0129,34.0,52.0,33.0,185.0,0.425,,,,,
2025-10-04 14:00:00+05:30,5.7,12.4,0.0113,44.0,51.0,33.2,191.0,0.467,,,,,
2025-10-04 15:00:00+05:30,5.67,11.6,0.0108,48.0,51.7,33.2,226.0,0.467,,,,,
2025-10-04 16:00:00+05:30,5.73,13.4,0.0118,50.0,55.5,32.0,268.0,0.425,,,,,
2025-10-04 17:00:00+05:30,5.0,13.3,0.0112,51.0,59.0,31.2,271.0,0.3,,,,,
2025-10-04 18:00:00+05:30,5.23,17.1,0.0133,64.0,62.5,30.3,272.0,0.325,,,,,
2025-10-04 19:00:00+05:30,5.85,23.0,0.017,72.0,69.0,29.0,272.0,0.3,,,,,
2025-10-04 20:00:00+05:30,5.25,25.6,0.0179,77.0,71.5,28.2,272.0,0.3,,,,,
2025-10-04 21:00:00+05:30,6.53,24.5,0.0184,78.0,73.5,27.8,272.0,0.3,,,,,
2025-10-04 22:00:00+05:30,6.83,20.5,0.0165,88.0,72.0,27.8,272.0,0.3,,,,,
2025-10-04 23:00:00+05:30,6.4,20.0,0.0158,73.0,75.5,27.2,272.0,0.3,,,,,
2025-10-05 00:00:00+05:30,7.07,18.8,0.0157,70.0,75.0,27.0,272.0,0.3,,,,,
2025-10-05 01:00:00+05:30,6.7,17.9,0.015,106.0,77.0,26.6,272.0,0.3,,,,,
2025-10-05 02:00:00+05:30,6.65,24.5,0.0185,69.0,75.8,26.6,272.0,0.3,,,,,
2025-10-05 03:00:00+05:30,7.15,24.7,0.019,210.0,76.5,26.6,272.0,0.3,,,,,
2025-10-05 04:00:00+05:30,6.08,22.2,0.0168,91.0,80.0,26.5,272.0,0.3,,,,,
2025-10-05 05:00:00+05:30,5.7,18.3,0.0144,105.0,81.5,26.4,272.0,0.3,,,,,
2025-10-05 06:00:00+05:30,5.35,19.7,0.0148,113.0,81.8,26.4,272.0,0.3,,,,,
2025-10-05 07:00:00+05:30,4.75,17.0,0.0128,110.0,80.8,26.6,272.0,0.3,,,,,
2025-10-05 08:00:00+05:30,8.8,17.2,0.0163,83.0,81.0,26.8,271.0,0.3,,,,,
