Local Time,CO,NO,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,NO2,NH3
2025-06-17 16:00:00+05:30,0.883,8.63,0.0237,26.7,81.5,4.2,28.1,180.0,3.48,,,,
2025-06-17 17:00:00+05:30,0.933,8.93,0.0316,23.4,88.3,2.77,27.5,265.0,2.0,,,,
2025-06-17 18:00:00+05:30,1.22,18.9,0.049,12.9,87.8,4.5,28.3,141.0,1.13,,,,
2025-06-17 19:00:00+05:30,1.3,16.4,0.0514,10.8,85.3,6.15,28.5,207.0,2.98,,,,
2025-06-17 20:00:00+05:30,0.99,10.6,0.035,12.9,85.8,6.1,28.0,217.0,3.63,,,,
2025-06-17 21:00:00+05:30,1.09,12.9,0.0384,22.2,88.3,5.6,27.8,193.0,2.63,,,,
2025-06-17 22:00:00+05:30,0.985,6.93,0.0248,23.6,85.8,4.7,27.7,194.0,1.83,,,,
2025-06-17 23:00:00+05:30,0.89,6.08,0.0217,13.0,84.0,3.33,27.8,158.0,1.13,,,,
2025-06-18 00:00:00+05:30,0.847,5.8,0.0204,21.8,84.7,2.83,27.6,155.0,0.433,,,,
2025-06-18 01:00:00+05:30,0.96,7.55,0.0323,52.0,84.0,2.45,28.1,154.0,1.6,,,,
2025-06-18 02:00:00+05:30,0.975,11.0,0.0463,,82.0,2.47,28.1,157.0,0.875,,,,
2025-06-18 03:00:00+05:30,0.9,8.65,0.0414,21.3,79.0,5.33,28.3,172.0,1.8,,,,
2025-06-18 04:00:00+05:30,0.828,7.65,0.0331,12.0,79.3,6.98,28.3,138.0,1.35,,,,
2025-06-18 05:00:00+05:30,0.873,6.58,0.0288,18.7,78.8,6.98,28.2,153.0,1.9,,,,
2025-06-18 06:00:00+05:30,0.8925000000000001,6.2250000000000005,0.0245,18.85,78.5,6.225,28.15,125.0,1.9,,,,
2025-06-18 07:00:00+05:30,0.88,8.53,0.025,22.6,78.0,4.08,28.4,136.0,1.83,,,,
2025-06-18 08:00:00+05:30,0.868,8.75,0.0248,23.3,74.8,4.2,28.7,145.0,2.0,,,,
2025-06-18 09:00:00+05:30,0.893,12.6,0.0335,20.2,71.3,4.18,29.3,172.0,1.98,,,,
2025-06-18 10:00:00+05:30,0.94,13.4,0.0341,11.8,64.0,5.68,30.8,152.0,1.85,,,,
2025-06-18 11:00:00+05:30,0.938,10.3,0.0273,18.8,60.5,6.15,31.5,167.0,1.5,,,,
2025-06-18 12:00:00+05:30,0.993,10.2,0.0334,21.3,63.5,6.85,31.0,190.0,2.1,,,,
2025-06-18 13:00:00+05:30,1.08,13.5,0.0413,26.5,64.0,6.05,31.0,217.0,2.15,,,,
2025-06-18 14:00:00+05:30,1.06,7.98,0.0301,51.1,55.5,5.87,32.9,199.0,2.33,,,,
2025-06-18 15:00:00+05:30,0.953,8.08,0.027,68.1,52.8,2.93,33.5,204.0,2.65,,,,
2025-06-18 16:00:00+05:30,0.928,6.33,0.0263,80.3,54.0,2.33,33.2,182.0,2.25,,,,
2025-06-18 17:00:00+05:30,0.863,8.73,0.0339,47.5,54.8,2.68,32.7,215.0,2.53,,,,
2025-06-18 18:00:00+05:30,0.848,9.08,0.0279,53.1,56.3,2.78,32.2,179.0,2.43,,,,
2025-06-18 20:00:00+05:30,1.12,8.8,0.044,19.9,63.5,3.4,30.9,236.0,0.8,,,,
2025-06-18 21:00:00+05:30,1.1,11.3,0.0348,28.9,63.0,5.43,31.0,281.0,2.18,,,,
2025-06-18 22:00:00+05:30,1.08,9.1,0.033,20.5,63.8,6.23,30.7,264.0,1.83,,,,
2025-06-18 23:00:00+05:30,0.933,7.5,0.029,25.8,68.0,3.83,29.6,232.0,2.58,,,,
2025-06-19 00:00:00+05:30,0.823,6.9,0.0274,24.0,69.0,3.2,29.2,291.0,1.83,,,,
2025-06-19 01:00:00+05:30,0.785,8.7,0.0259,21.2,69.5,4.1,29.2,177.0,1.8,,,,
2025-06-19 02:00:00+05:30,0.785,7.18,0.0228,8.1,71.5,4.1,29.0,182.0,2.03,,,,
2025-06-19 03:00:00+05:30,0.87,6.93,0.0225,8.3,73.0,3.43,29.0,135.0,1.53,,,,
2025-06-19 04:00:00+05:30,0.888,10.2,0.034,10.1,72.0,4.05,29.2,119.0,2.18,,,,
2025-06-19 05:00:00+05:30,0.915,8.38,0.0308,22.5,72.8,4.08,29.1,86.8,2.05,,,,
2025-06-19 06:00:00+05:30,0.888,8.45,0.0276,19.9,74.3,3.88,28.9,109.0,2.58,,,,
2025-06-19 07:00:00+05:30,0.828,7.9,0.0232,22.9,72.3,2.38,29.2,113.0,2.23,,,,
2025-06-19 08:00:00+05:30,0.785,8.73,0.0192,21.0,67.5,2.33,29.8,126.0,2.88,,,,
2025-06-19 09:00:00+05:30,0.753,8.73,0.018,17.6,63.5,4.33,30.8,139.0,2.8,,,,
2025-06-19 10:00:00+05:30,0.818,15.0,0.0362,20.2,62.8,5.88,31.2,160.0,3.38,,,,
2025-06-19 11:00:00+05:30,0.825,14.2,0.031,10.8,60.5,6.2,31.7,217.0,3.73,,,,
2025-06-19 12:00:00+05:30,0.793,15.0,0.0311,1.5,59.5,6.5,31.9,222.0,3.45,,,,
2025-06-19 13:00:00+05:30,0.828,12.7,0.0249,36.3,54.0,5.65,32.9,189.0,3.7,,,,
2025-06-19 14:00:00+05:30,0.838,12.6,0.0247,46.8,52.0,5.57,33.4,191.0,3.28,,,,
2025-06-19 15:00:00+05:30,0.81,10.8,0.0274,51.3,50.0,5.2,33.8,163.0,3.7,,,,
2025-06-19 16:00:00+05:30,0.883,10.4,0.0255,53.8,51.3,5.0,33.5,193.0,3.3,,,,
2025-06-19 17:00:00+05:30,0.84,11.3,0.0281,50.2,52.3,4.88,32.9,212.0,3.18,,,,
2025-06-19 18:00:00+05:30,0.825,11.5,0.0271,52.9,51.5,7.98,32.8,185.0,2.78,,,,
2025-06-19 19:00:00+05:30,0.895,12.2,0.0324,47.3,53.3,7.05,32.6,202.0,2.5,,,,
2025-06-19 20:00:00+05:30,0.925,14.2,0.0349,41.6,54.8,7.37,32.0,196.0,2.58,,,,
2025-06-19 21:00:00+05:30,1.07,15.3,0.0403,38.8,56.0,4.7,31.6,193.0,2.35,,,,
2025-06-19 22:00:00+05:30,1.14,23.0,0.0515,41.9,57.8,2.8,31.3,184.0,1.6,,,,
2025-06-19 23:00:00+05:30,1.06,23.8,0.0452,40.3,59.8,2.55,31.2,166.0,2.3,,,,
2025-06-20 00:00:00+05:30,0.997,17.6,0.0401,36.9,61.0,2.63,31.0,170.0,2.4,,,,
2025-06-20 01:00:00+05:30,0.855,11.9,0.0297,38.7,64.0,2.75,30.2,190.0,3.1,,,,
2025-06-20 02:00:00+05:30,0.815,11.7,0.0251,29.6,65.5,3.13,29.7,207.0,2.9,,,,
2025-06-20 03:00:00+05:30,0.818,8.03,0.0168,26.7,68.5,5.63,29.3,229.0,2.05,,,,
2025-06-20 04:00:00+05:30,0.8,7.53,0.0164,28.8,69.5,6.28,29.0,222.0,1.83,,,,
2025-06-20 05:00:00+05:30,0.83,8.05,0.0149,33.8,70.8,6.88,28.9,167.0,1.95,,,,
2025-06-20 06:00:00+05:30,0.82,6.6,0.0187,37.9,71.0,6.3,28.9,158.0,1.58,,,,
2025-06-20 07:00:00+05:30,0.833,10.7,0.0293,37.6,70.8,5.68,29.1,160.0,2.23,,,,
2025-06-20 08:00:00+05:30,0.82,9.7,0.0253,39.5,68.8,4.7,29.6,184.0,2.98,,,,
