Local Time,CO,NO,NO2,NOX,O3,PM10,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,SO2
2025-07-17 09:00:00+05:30,1.0,1.6,41.9,0.0236,12.7,22.0,76.0,35.6,,0.4,,
2025-07-17 10:00:00+05:30,0.93,0.6,64.7,0.0349,25.2,25.0,72.0,38.0,,0.3,,
2025-07-17 11:00:00+05:30,1.09,1.6,38.1,0.0216,32.8,32.0,70.0,38.6,,0.525,,
2025-07-17 12:00:00+05:30,1.07,1.65,35.7,0.0204,34.8,36.5,69.3,39.0,,0.725,,
2025-07-17 13:00:00+05:30,0.988,1.35,31.2,0.0177,38.9,35.0,66.3,40.4,,1.05,,
2025-07-17 14:00:00+05:30,1.05,1.7,29.7,0.0172,39.3,33.5,63.0,41.8,,1.0,,
2025-07-17 15:00:00+05:30,1.08,1.43,32.4,0.0184,39.9,38.0,57.5,44.4,,0.825,,
2025-07-17 16:00:00+05:30,1.15,1.58,31.0,0.0177,40.9,37.0,56.5,44.4,,0.675,,
2025-07-17 17:00:00+05:30,1.11,1.48,27.3,0.0157,40.0,29.5,55.3,44.7,,0.6,,
2025-07-17 18:00:00+05:30,1.16,1.08,30.9,0.0173,38.9,30.0,58.3,43.2,,0.675,,
2025-07-17 19:00:00+05:30,1.17,1.68,30.9,0.0178,35.2,29.0,63.0,41.2,,0.525,,
2025-07-17 20:00:00+05:30,1.25,1.23,37.6,0.021,27.5,31.5,66.5,40.2,,0.325,,
2025-07-17 21:00:00+05:30,1.23,2.13,33.3,0.0194,32.1,43.5,75.5,34.5,,2.23,,
2025-07-17 22:00:00+05:30,1.19,1.7,41.6,0.0235,19.4,30.5,83.0,32.3,,0.3,,
2025-07-17 23:00:00+05:30,1.24,1.47,39.9,0.0224,21.8,16.0,81.3,32.9,,0.3,,
2025-07-18 00:00:00+05:30,1.23,1.73,39.0,0.0221,20.3,19.7,80.0,33.1,,0.367,,
2025-07-18 01:00:00+05:30,0.33,1.8,37.5,0.0214,21.0,24.0,78.0,33.6,,0.45,,
2025-07-18 02:00:00+05:30,0.32,1.35,32.6,0.0184,19.4,20.5,78.3,34.1,,0.5,,
2025-07-18 03:00:00+05:30,0.395,1.33,32.4,0.0183,16.8,19.5,79.0,34.8,,0.475,,
2025-07-18 04:00:00+05:30,0.437,2.13,30.2,0.0178,19.9,24.0,78.0,34.8,,0.533,,
2025-07-18 05:00:00+05:30,0.433,1.93,30.3,0.0177,22.0,25.0,77.8,34.4,,0.475,,
2025-07-18 06:00:00+05:30,0.4675,1.35,29.9,0.01705,21.25,26.5,77.75,34.2,,0.55,,
2025-07-18 07:00:00+05:30,0.523,1.88,39.7,0.0227,20.2,34.0,75.0,35.5,,0.45,,
2025-07-18 08:00:00+05:30,0.573,2.05,31.4,0.0184,28.6,42.0,70.0,37.7,,1.13,,
2025-07-18 09:00:00+05:30,0.583,1.8,30.5,0.0177,27.0,45.0,65.5,39.4,,3.1,,
2025-07-18 10:00:00+05:30,0.57,2.1,48.3,0.0274,39.1,48.0,61.8,41.1,,3.75,,
2025-07-18 11:00:00+05:30,0.78,1.93,25.6,0.0152,38.7,53.5,60.8,41.6,,4.18,,
2025-07-18 12:00:00+05:30,0.715,1.63,17.8,0.0108,27.1,59.5,58.8,42.2,,3.75,,
2025-07-18 13:00:00+05:30,0.723,1.45,16.7,0.0101,36.0,62.5,57.8,42.9,,4.65,,
2025-07-18 16:00:00+05:30,,0.0,0.0,0.0,,,,,,,,
2025-07-18 17:00:00+05:30,0.195,1.03,10.9,0.00553,28.1,56.0,78.5,35.1,,3.35,,
2025-07-18 18:00:00+05:30,,1.0,16.9,0.00983,21.3,36.5,81.8,34.6,,0.725,,
2025-07-18 19:00:00+05:30,0.627,1.68,22.8,0.0135,21.4,24.0,77.3,36.4,,0.5,,
2025-07-18 20:00:00+05:30,0.6,1.78,24.0,0.0142,21.4,37.5,75.5,36.5,,0.8,,
2025-07-18 21:00:00+05:30,0.628,1.38,23.6,0.0137,21.1,41.5,76.0,36.1,,0.6,,
2025-07-18 22:00:00+05:30,0.595,1.9,22.7,0.0136,19.5,36.0,76.0,35.6,,0.8,,
2025-07-18 23:00:00+05:30,0.72,1.8,24.9,0.0147,18.7,37.0,77.3,35.2,,0.6,,
2025-07-19 00:00:00+05:30,0.715,1.23,25.6,0.0146,23.8,40.3,78.0,35.0,,0.8,,
2025-07-19 01:00:00+05:30,0.605,1.6,26.1,0.0152,19.3,44.0,79.0,34.7,,1.1,,
2025-07-19 02:00:00+05:30,0.595,1.2,26.0,0.0148,19.2,43.0,79.0,34.4,,1.1,,
2025-07-19 03:00:00+05:30,0.578,1.68,26.8,0.0157,18.9,41.0,79.8,34.2,,1.13,,
2025-07-19 04:00:00+05:30,0.595,1.95,27.4,0.0162,15.7,37.0,81.0,34.0,,0.95,,
2025-07-19 05:00:00+05:30,0.625,1.75,28.4,0.0165,19.3,32.0,82.8,33.8,,0.75,,
2025-07-19 06:00:00+05:30,0.603,2.13,29.0,0.0171,14.2,30.0,83.0,33.4,,0.475,,
2025-07-19 07:00:00+05:30,0.613,1.38,32.5,0.0184,15.2,33.0,81.0,34.1,,1.05,,
2025-07-19 08:00:00+05:30,0.593,1.6,34.3,0.0195,17.0,34.5,77.0,35.1,,3.3,,
2025-07-19 09:00:00+05:30,0.57,1.4,32.5,0.0184,,28.5,73.0,36.6,,3.18,,
2025-07-19 10:00:00+05:30,0.49,1.3,54.4,0.03,19.7,30.7,69.3,38.0,,3.4,,
2025-07-19 11:00:00+05:30,0.535,1.6,34.9,0.0199,21.8,33.5,65.8,39.7,,2.88,,
2025-07-19 12:00:00+05:30,0.523,1.85,28.2,0.0165,38.4,32.0,63.8,40.6,,1.9,,
2025-07-19 13:00:00+05:30,0.46,1.25,26.8,0.0153,45.0,32.0,63.0,40.9,,2.03,,
2025-07-19 14:00:00+05:30,0.527,2.23,28.3,0.0168,46.6,29.0,61.8,41.8,,1.43,,
2025-07-19 15:00:00+05:30,0.545,1.48,30.6,0.0175,42.9,35.0,60.3,42.3,,2.03,,
2025-07-19 16:00:00+05:30,0.443,1.33,29.7,0.0169,47.6,37.0,56.8,43.3,,1.78,,
2025-07-19 17:00:00+05:30,0.42,1.68,25.5,0.015,42.2,28.0,55.8,43.7,,1.08,,
2025-07-19 18:00:00+05:30,0.455,1.93,22.4,0.0135,38.9,25.0,56.0,43.6,,0.475,,
2025-07-19 19:00:00+05:30,0.56,1.5,23.3,0.0136,34.3,26.5,59.8,42.3,,0.325,,
2025-07-19 20:00:00+05:30,0.683,1.1,32.1,0.018,17.4,40.0,68.8,39.3,,0.3,,
2025-07-19 21:00:00+05:30,0.758,1.3,35.3,0.0199,15.4,45.0,71.3,38.3,,0.3,,
2025-07-19 22:00:00+05:30,0.773,1.4,34.0,0.0192,19.2,43.0,72.0,37.9,,0.3,,
2025-07-19 23:00:00+05:30,0.758,1.53,34.6,0.0196,16.9,46.0,71.8,37.6,,0.3,,
2025-07-20 00:00:00+05:30,0.73,1.93,36.9,0.0212,14.3,45.7,72.7,37.3,,0.3,,
2025-07-20 01:00:00+05:30,0.775,0.55,41.3,0.0224,10.8,46.0,75.5,36.5,,0.3,,
2025-07-20 02:00:00+05:30,0.788,1.4,41.2,0.0231,9.53,46.0,76.8,36.1,,0.3,,
2025-07-20 03:00:00+05:30,0.748,1.8,39.4,0.0224,7.73,43.5,77.5,35.9,,0.3,,
2025-07-20 04:00:00+05:30,0.758,1.9,40.4,0.023,4.95,43.5,78.8,35.5,,0.3,,
2025-07-20 05:00:00+05:30,0.75,2.15,43.3,0.0248,4.4,49.0,80.0,35.2,,0.3,,
2025-07-20 06:00:00+05:30,0.77,1.38,47.3,0.0263,4.88,52.5,80.0,35.0,,0.3,,
2025-07-20 07:00:00+05:30,0.785,1.3,48.6,0.0269,4.38,57.0,78.8,35.6,,0.3,,
2025-07-20 08:00:00+05:30,0.798,1.4,47.6,0.0265,8.03,62.5,75.5,36.9,,0.625,,
2025-07-20 09:00:00+05:30,0.768,1.55,44.7,0.0251,,66.0,72.3,37.8,,1.4,,
2025-07-20 10:00:00+05:30,0.64,2.8,56.4,0.0323,19.7,67.0,65.3,40.6,,1.2,,
2025-07-20 11:00:00+05:30,0.67,1.93,32.0,0.0186,28.3,56.5,62.0,41.6,,0.6,,
2025-07-20 12:00:00+05:30,0.663,1.15,43.2,0.0239,27.8,49.5,60.8,42.3,,0.925,,
2025-07-20 13:00:00+05:30,0.635,1.85,54.3,0.0304,32.0,56.5,59.3,42.5,,1.8,,
2025-07-20 14:00:00+05:30,0.628,1.45,37.6,0.0212,37.0,59.0,59.3,42.2,,2.23,,
2025-07-20 15:00:00+05:30,0.608,1.85,26.9,0.0158,38.0,51.5,55.0,44.0,,1.68,,
2025-07-20 16:00:00+05:30,0.568,1.5,22.3,0.0131,37.0,40.5,53.5,44.1,,1.58,,
2025-07-20 17:00:00+05:30,0.578,1.28,21.6,0.0125,39.2,37.0,54.5,44.4,,0.9,,
2025-07-20 18:00:00+05:30,0.603,1.63,22.1,0.0131,30.5,43.7,61.0,42.2,,0.8,,
2025-07-20 19:00:00+05:30,0.64,1.28,25.1,0.0144,24.9,49.5,64.8,40.7,,0.4,,
2025-07-20 20:00:00+05:30,0.693,1.17,28.2,0.016,17.8,53.0,68.0,39.5,,0.3,,
2025-07-20 21:00:00+05:30,0.788,1.13,34.3,0.0192,11.7,60.0,71.3,38.5,,0.3,,
2025-07-20 22:00:00+05:30,0.79,1.4,34.7,0.0196,10.2,70.0,73.5,37.8,,0.35,,
2025-07-20 23:00:00+05:30,0.803,1.7,36.4,0.0208,13.1,83.5,74.8,37.1,,0.3,,
2025-07-21 00:00:00+05:30,0.79,1.7,38.7,0.0219,12.8,95.7,75.0,36.9,,0.333,,
2025-07-21 01:00:00+05:30,0.72,1.35,38.3,0.0215,8.25,80.0,77.0,36.4,,0.3,,
2025-07-21 02:00:00+05:30,0.708,1.13,38.2,0.0212,5.38,69.0,77.8,36.2,,0.3,,
2025-07-21 03:00:00+05:30,0.688,1.53,37.5,0.0212,7.58,54.0,78.8,35.8,,0.3,,
2025-07-21 04:00:00+05:30,0.68,1.73,37.0,0.0211,9.25,51.5,79.0,35.6,,0.3,,
2025-07-21 05:00:00+05:30,0.667,1.73,37.6,0.0214,9.2,55.0,79.0,35.5,,0.3,,
2025-07-21 06:00:00+05:30,0.67,1.8,39.5,0.0225,8.78,54.5,78.3,35.4,,0.3,,
2025-07-21 07:00:00+05:30,0.71,0.925,43.1,0.0237,7.7,53.0,78.3,35.6,,0.3,,
2025-07-21 08:00:00+05:30,0.773,1.28,46.6,0.0258,6.97,58.0,77.3,36.2,,0.325,,
2025-07-21 09:00:00+05:30,0.89,1.38,47.7,0.0265,,75.5,77.3,36.4,,0.325,,
2025-07-21 10:00:00+05:30,0.7,1.0,37.5,0.0196,5.75,80.0,79.0,36.4,,0.7,,
2025-07-21 11:00:00+05:30,0.728,0.925,20.6,0.0117,13.4,58.5,77.5,36.9,,0.825,,
2025-07-21 12:00:00+05:30,0.68,1.73,23.3,0.0138,18.9,45.5,74.8,38.0,,0.675,,
2025-07-21 13:00:00+05:30,0.643,1.47,26.3,0.0152,23.4,53.3,71.0,39.6,,0.867,,
2025-07-21 14:00:00+05:30,0.585,1.98,27.3,0.0161,27.3,54.0,67.0,41.5,,0.7,,
2025-07-21 15:00:00+05:30,0.555,1.45,28.1,0.0161,30.5,51.5,64.5,42.0,,0.5,,
2025-07-21 16:00:00+05:30,0.583,1.5,27.3,0.0158,30.3,52.0,64.0,42.3,,0.525,,
2025-07-21 17:00:00+05:30,0.608,1.4,25.5,0.0147,32.6,55.5,60.5,43.6,,0.325,,
2025-07-21 18:00:00+05:30,0.605,1.93,25.7,0.0152,32.1,71.0,62.8,41.8,,0.3,,
2025-07-21 19:00:00+05:30,0.625,2.2,26.3,0.0158,30.6,68.0,66.3,40.4,,0.3,,
2025-07-21 20:00:00+05:30,0.703,1.13,28.7,0.0162,26.5,57.0,71.3,38.9,,0.3,,
2025-07-21 21:00:00+05:30,0.828,1.5,37.6,0.0212,23.2,62.5,73.8,37.1,,0.325,,
2025-07-21 22:00:00+05:30,0.86,1.55,39.3,0.0221,20.5,63.5,75.3,36.6,,0.3,,
2025-07-21 23:00:00+05:30,0.818,1.13,35.8,0.02,21.8,60.5,76.0,36.1,,0.3,,
2025-07-22 00:00:00+05:30,0.84,1.43,37.3,0.021,15.4,57.3,77.7,35.7,,0.3,,
2025-07-22 01:00:00+05:30,0.87,1.6,51.3,0.0285,7.9,62.0,79.0,35.8,,0.3,,
2025-07-22 02:00:00+05:30,0.878,2.3,51.7,0.0294,7.85,56.0,79.5,35.6,,0.3,,
2025-07-22 03:00:00+05:30,0.93,1.05,49.5,0.0272,9.38,54.5,80.0,35.5,,0.3,,
2025-07-22 04:00:00+05:30,0.93,1.45,49.8,0.0277,9.1,66.5,79.8,35.7,,0.3,,
2025-07-22 05:00:00+05:30,0.835,2.1,44.7,0.0255,11.8,68.5,79.0,35.7,,0.3,,
2025-07-22 06:00:00+05:30,0.833,1.8,45.0,0.0254,12.0,65.0,78.0,35.7,,0.3,,
2025-07-22 07:00:00+05:30,0.91,1.15,51.6,0.0283,9.4,76.0,78.0,35.9,,0.3,,
2025-07-22 08:00:00+05:30,0.953,1.4,53.4,0.0296,10.8,97.5,77.5,36.6,,0.3,,
2025-07-22 09:00:00+05:30,0.893,1.73,52.4,0.0293,7.4,106.0,72.5,39.3,,0.3,,
2025-07-22 10:00:00+05:30,0.94,0.8,77.2,0.0416,22.4,94.0,64.3,42.6,,0.3,,
2025-07-22 11:00:00+05:30,0.93,1.83,45.1,0.0255,55.2,81.5,58.0,44.9,,0.35,,
2025-07-22 12:00:00+05:30,0.663,1.87,36.5,0.0205,35.7,86.5,54.8,45.2,,0.475,,
2025-07-22 13:00:00+05:30,0.748,2.3,32.0,0.0183,,86.5,62.3,41.8,,4.33,,
2025-07-22 14:00:00+05:30,0.77,1.3,31.9,0.0177,27.0,53.5,73.5,36.1,,5.63,,
2025-07-22 15:00:00+05:30,0.69,1.7,28.8,0.0167,30.1,23.0,66.5,38.8,,2.88,,
2025-07-22 16:00:00+05:30,0.653,2.45,25.1,0.0153,30.7,17.0,63.3,41.0,,2.25,,
2025-07-22 17:00:00+05:30,0.748,2.48,25.5,0.0156,32.9,23.0,69.3,39.5,,1.08,,
2025-07-22 18:00:00+05:30,0.83,1.95,30.8,0.018,33.7,35.0,70.5,39.2,,0.75,,
2025-07-22 19:00:00+05:30,0.95,2.03,34.4,0.02,33.4,43.5,70.8,39.2,,0.3,,
2025-07-22 20:00:00+05:30,1.23,2.13,42.6,0.0244,30.2,57.0,74.8,37.7,,0.3,,
2025-07-22 21:00:00+05:30,1.41,3.03,48.0,0.028,31.4,87.0,77.0,37.0,,0.325,,
2025-07-22 22:00:00+05:30,1.41,2.63,49.2,0.0283,20.5,105.0,78.0,36.7,,0.6,,
2025-07-22 23:00:00+05:30,1.37,1.93,48.9,0.0276,13.7,99.5,79.0,36.4,,0.3,,
2025-07-23 00:00:00+05:30,1.42,1.6,52.2,0.0291,12.2,93.3,79.0,36.4,,0.3,,
2025-07-23 01:00:00+05:30,1.4,2.05,51.5,0.0291,12.3,86.0,79.0,36.1,,0.3,,
2025-07-23 02:00:00+05:30,1.32,2.18,54.3,0.0307,10.2,79.5,79.0,36.1,,0.3,,
2025-07-23 03:00:00+05:30,1.27,1.93,60.2,0.0336,9.25,76.0,79.0,35.9,,0.3,,
2025-07-23 04:00:00+05:30,1.34,1.9,65.6,0.0364,10.8,83.5,79.3,35.8,,0.3,,
2025-07-23 05:00:00+05:30,1.23,1.25,65.7,0.0359,10.7,68.0,77.3,35.7,,0.3,,
2025-07-23 06:00:00+05:30,1.25,2.68,65.8,0.0372,8.98,50.0,77.3,35.7,,0.3,,
2025-07-23 07:00:00+05:30,1.3,2.15,68.8,0.0384,6.88,51.5,76.8,36.3,,0.3,,
2025-07-23 08:00:00+05:30,1.32,2.43,71.2,0.0398,9.8,54.0,77.5,36.2,,0.325,,
2025-07-23 09:00:00+05:30,1.3,1.88,69.5,0.0385,2.2,51.0,80.8,35.7,,0.375,,
2025-07-23 10:00:00+05:30,0.9,2.7,75.5,0.0424,14.7,35.0,82.0,34.5,,2.25,,
2025-07-23 11:00:00+05:30,0.905,2.1,57.2,0.0322,13.6,21.0,83.8,33.0,,1.65,,
2025-07-23 12:00:00+05:30,0.89,2.78,51.1,0.0294,16.5,12.5,84.0,33.3,,0.3,,
2025-07-23 13:00:00+05:30,0.938,3.0,52.2,0.0302,14.2,10.0,84.0,33.8,,0.45,,
2025-07-23 14:00:00+05:30,0.96,1.6,50.3,0.0281,15.3,14.0,83.3,34.8,,0.3,,
2025-07-23 15:00:00+05:30,0.9,2.2,46.7,0.0266,18.6,11.0,78.0,36.3,,0.3,,
2025-07-23 16:00:00+05:30,0.908,2.75,44.7,0.026,18.8,5.5,77.3,36.5,,0.575,,
2025-07-23 17:00:00+05:30,1.03,1.73,48.6,0.0273,21.9,16.5,77.3,36.9,,0.425,,
2025-07-23 18:00:00+05:30,1.1,2.35,51.5,0.0293,24.9,45.0,74.3,38.4,,0.3,,
2025-07-23 19:00:00+05:30,1.22,2.5,53.9,0.0307,21.8,68.5,77.5,37.0,,0.3,,
2025-07-23 20:00:00+05:30,1.29,1.9,58.1,0.0325,17.7,74.0,79.8,36.4,,0.3,,
2025-07-23 21:00:00+05:30,1.33,2.2,66.0,0.0369,14.9,73.0,81.5,36.2,,0.3,,
2025-07-23 22:00:00+05:30,1.36,2.05,66.5,0.0371,15.8,82.0,82.3,35.9,,0.3,,
2025-07-23 23:00:00+05:30,1.37,1.7,67.9,0.0375,14.2,89.0,83.0,35.7,,0.3,,
2025-07-24 00:00:00+05:30,1.38,2.2,66.9,0.0374,10.8,82.3,84.0,35.4,,0.3,,
2025-07-24 01:00:00+05:30,1.01,2.55,67.0,0.0377,11.5,64.0,84.0,35.4,,0.3,,
2025-07-24 02:00:00+05:30,1.06,1.63,74.2,0.0408,8.1,66.0,84.0,35.2,,0.3,,
2025-07-24 03:00:00+05:30,1.1,2.0,79.3,0.0438,9.43,65.5,84.0,35.1,,0.3,,
2025-07-24 04:00:00+05:30,1.18,2.75,86.1,0.0481,8.3,63.0,84.0,35.0,,0.3,,
2025-07-24 05:00:00+05:30,1.21,2.25,84.5,0.0468,15.9,71.0,83.5,34.5,,0.375,,
2025-07-24 06:00:00+05:30,0.855,1.78,62.6,0.0347,19.4,54.5,79.0,33.8,,0.35,,
2025-07-24 07:00:00+05:30,0.835,2.08,58.1,0.0326,19.5,30.5,79.0,33.6,,0.3,,
2025-07-24 08:00:00+05:30,0.983,2.5,60.7,0.0344,19.6,36.0,78.0,34.2,,0.3,,
2025-07-24 09:00:00+05:30,1.06,2.53,61.8,0.0349,16.6,49.5,73.3,37.1,,0.3,,
2025-07-24 10:00:00+05:30,1.15,3.0,78.5,0.0428,19.2,58.5,72.0,38.6,,0.925,,
2025-07-24 11:00:00+05:30,1.23,1.78,44.8,0.0253,21.5,67.0,68.5,41.3,,2.38,,
2025-07-24 12:00:00+05:30,1.2,1.95,30.5,0.0178,24.1,76.0,65.8,42.9,,2.73,,
2025-07-24 13:00:00+05:30,1.18,1.78,27.5,0.0161,,84.0,63.5,43.6,,3.6,,
2025-07-24 14:00:00+05:30,1.19,2.28,23.5,0.0144,22.5,90.0,62.3,44.2,,2.88,,
2025-07-24 15:00:00+05:30,1.18,2.83,22.1,0.0141,26.5,88.5,60.8,44.7,,2.3,,
2025-07-24 16:00:00+05:30,1.16,2.17,23.9,0.0145,35.8,90.3,58.3,45.1,,4.13,,
2025-07-24 18:00:00+05:30,1.2,2.6,24.5,0.0151,46.4,106.0,63.0,41.4,,2.4,,
2025-07-24 19:00:00+05:30,1.34,2.18,29.3,0.0174,26.8,92.5,67.0,41.4,,0.475,,
2025-07-24 20:00:00+05:30,1.48,2.18,35.4,0.0206,21.7,79.5,72.0,40.1,,0.3,,
2025-07-24 21:00:00+05:30,1.55,2.43,39.9,0.0232,17.6,80.0,74.3,39.3,,0.3,,
2025-07-24 22:00:00+05:30,1.49,1.73,40.7,0.0231,20.2,84.0,75.0,38.9,,0.325,,
2025-07-24 23:00:00+05:30,1.49,1.95,43.5,0.0247,14.9,82.5,75.5,38.3,,0.3,,
2025-07-25 00:00:00+05:30,1.46,2.87,44.8,0.0262,16.4,77.3,75.3,37.9,,0.3,,
2025-07-25 01:00:00+05:30,0.815,2.5,45.8,0.0264,13.4,80.0,77.0,37.5,,0.3,,
2025-07-25 02:00:00+05:30,0.818,3.03,49.5,0.0288,13.8,83.0,77.0,37.2,,0.35,,
2025-07-25 03:00:00+05:30,0.785,2.03,53.9,0.0304,13.3,86.0,77.3,36.9,,0.325,,
2025-07-25 04:00:00+05:30,0.833,2.18,56.8,0.032,11.8,94.0,78.3,36.6,,0.3,,
2025-07-25 05:00:00+05:30,0.915,2.3,57.3,0.0324,10.5,103.0,79.0,36.5,,0.3,,
2025-07-25 06:00:00+05:30,0.938,2.13,60.7,0.034,10.8,108.0,79.8,36.6,,0.3,,
2025-07-25 07:00:00+05:30,0.983,1.6,62.9,0.0348,10.2,117.0,78.0,37.5,,0.35,,
2025-07-25 08:00:00+05:30,0.983,2.25,63.0,0.0353,11.6,125.0,75.5,39.3,,0.9,,
2025-07-25 09:00:00+05:30,0.928,2.38,51.3,0.0292,,121.0,69.8,41.6,,2.58,,
2025-07-25 10:00:00+05:30,0.72,2.5,43.5,0.0252,14.1,105.0,66.0,43.1,,3.33,,
2025-07-25 11:00:00+05:30,0.765,2.28,21.4,0.0132,25.2,104.0,65.3,43.2,,4.03,,
2025-07-25 12:00:00+05:30,0.727,2.6,19.1,0.0122,26.9,111.0,64.0,44.0,,4.1,,
2025-07-25 13:00:00+05:30,0.718,1.38,16.5,0.00985,25.7,108.0,61.0,45.2,,4.5,,
2025-07-25 14:00:00+05:30,0.64,1.93,14.8,0.00943,17.2,103.0,58.3,45.8,,4.7,,
2025-07-25 15:00:00+05:30,0.498,2.1,16.4,0.0105,,110.0,56.5,46.3,,5.18,,
2025-07-25 16:00:00+05:30,1.81,2.65,26.1,0.0161,30.3,125.0,56.0,46.0,,4.9,,
2025-07-25 17:00:00+05:30,0.305,2.65,15.7,0.0105,32.9,115.0,58.8,45.1,,4.18,,
2025-07-25 18:00:00+05:30,,,,,38.3,98.5,62.3,44.1,,1.9,,
2025-07-25 19:00:00+05:30,0.723,,,,34.1,96.0,63.5,43.3,,0.4,,
2025-07-25 20:00:00+05:30,0.93,3.35,6.78,0.0063,29.8,99.5,67.5,42.1,229.0,0.375,,
2025-07-25 21:00:00+05:30,1.02,2.25,12.4,0.00843,15.5,105.0,70.8,41.5,229.0,0.3,,
2025-07-25 22:00:00+05:30,1.07,3.18,19.8,0.0131,6.63,107.0,72.5,41.2,229.0,0.3,,
2025-07-25 23:00:00+05:30,1.11,5.63,28.2,0.0196,10.8,113.0,73.8,40.7,229.0,0.425,,
2025-07-26 00:00:00+05:30,0.835,3.53,31.7,0.0197,35.8,98.0,72.3,37.4,229.0,3.03,,
2025-07-26 01:00:00+05:30,1.2,2.9,27.2,0.0168,23.5,7.0,80.5,34.8,229.0,1.2,,
2025-07-26 02:00:00+05:30,1.18,3.53,27.1,0.0173,24.5,7.5,83.0,34.0,229.0,0.8,,
2025-07-26 03:00:00+05:30,1.19,3.4,28.6,0.0179,24.1,8.0,83.0,34.0,229.0,0.3,,
2025-07-26 04:00:00+05:30,1.19,2.7,31.9,0.0191,23.8,10.7,83.0,34.2,229.0,0.3,,
2025-07-26 05:00:00+05:30,1.22,2.95,32.7,0.0198,24.6,17.0,83.0,34.2,229.0,0.425,,
2025-07-26 06:00:00+05:30,1.23,3.48,31.5,0.0196,21.8,19.0,82.3,34.4,229.0,0.3,,
2025-07-26 07:00:00+05:30,1.22,3.35,36.0,0.0219,19.0,21.5,79.0,35.1,229.0,0.3,,
2025-07-26 08:00:00+05:30,1.21,3.98,37.4,0.0231,22.4,18.5,77.0,36.0,229.0,0.425,,
2025-07-26 09:00:00+05:30,1.2,3.85,36.7,0.0227,28.8,13.0,71.5,38.1,229.0,1.03,,
2025-07-26 10:00:00+05:30,1.16,3.15,34.8,0.0211,34.2,10.0,66.3,39.9,229.0,0.6,,
2025-07-26 11:00:00+05:30,1.18,3.7,32.3,0.0202,34.3,10.0,62.0,42.3,229.0,1.58,,
2025-07-26 12:00:00+05:30,1.2,3.75,28.3,0.0181,39.5,14.0,57.3,44.3,229.0,0.65,,
2025-07-26 13:00:00+05:30,1.17,3.77,28.0,0.018,46.4,16.7,53.7,45.7,229.0,0.6,,
2025-07-26 14:00:00+05:30,1.17,2.9,25.9,0.0161,42.7,16.0,50.5,47.0,229.0,0.725,,
2025-07-26 15:00:00+05:30,1.18,2.83,25.9,0.0161,39.5,15.5,49.3,47.3,229.0,1.23,,
2025-07-26 16:00:00+05:30,1.15,3.73,25.1,0.0164,38.3,14.5,48.0,48.1,229.0,0.775,,
2025-07-26 17:00:00+05:30,1.13,3.63,25.5,0.0165,39.6,14.0,48.5,47.7,229.0,0.6,,
2025-07-26 18:00:00+05:30,1.2,3.23,25.6,0.0162,39.2,19.5,50.3,47.9,229.0,0.3,,
2025-07-26 19:00:00+05:30,1.25,3.2,27.4,0.0172,31.9,22.5,58.5,44.8,229.0,0.35,,
2025-07-26 20:00:00+05:30,1.35,3.43,31.4,0.0195,22.2,25.5,65.0,42.7,229.0,0.3,,
2025-07-26 21:00:00+05:30,1.47,3.43,36.2,0.022,20.1,34.0,67.3,41.8,229.0,0.3,,
2025-07-26 22:00:00+05:30,1.51,3.78,40.3,0.0245,15.7,42.5,68.5,41.4,229.0,0.3,,
2025-07-26 23:00:00+05:30,1.6,4.1,44.3,0.0269,11.0,50.5,70.3,40.8,229.0,0.3,,
2025-07-27 00:00:00+05:30,1.67,5.17,47.7,0.0296,9.07,60.0,72.0,40.3,229.0,0.3,,
2025-07-27 01:00:00+05:30,1.36,3.7,56.1,0.0329,12.9,70.0,71.5,39.9,229.0,0.3,,
2025-07-27 02:00:00+05:30,1.29,3.88,57.2,0.0336,13.7,62.5,73.0,39.5,229.0,0.3,,
2025-07-27 03:00:00+05:30,1.3,3.55,58.2,0.0338,15.5,52.5,73.3,39.2,229.0,0.3,,
2025-07-27 04:00:00+05:30,1.28,4.2,60.1,0.0354,15.9,50.5,72.8,39.1,229.0,0.3,,
2025-07-27 05:00:00+05:30,1.2,4.25,59.2,0.035,13.7,43.5,73.8,38.4,229.0,0.7,,
2025-07-27 06:00:00+05:30,1.15,3.58,57.2,0.0333,14.2,29.5,76.8,37.1,229.0,0.55,,
2025-07-27 07:00:00+05:30,1.14,3.83,53.2,0.0315,21.0,21.5,73.8,37.0,229.0,1.2,,
2025-07-27 08:00:00+05:30,1.11,3.93,47.4,0.0284,19.8,20.0,71.0,37.8,229.0,0.8,,
2025-07-27 09:00:00+05:30,1.08,4.6,42.8,0.0265,22.2,20.0,70.0,38.1,229.0,0.825,,
2025-07-27 10:00:00+05:30,1.11,4.03,41.3,0.0252,21.2,22.5,69.3,38.8,229.0,0.35,,
2025-07-27 11:00:00+05:30,1.11,4.23,40.7,0.0251,28.3,29.5,64.0,41.8,229.0,0.675,,
2025-07-27 12:00:00+05:30,1.1,3.35,37.7,0.0228,29.6,31.0,60.3,44.0,229.0,1.28,,
2025-07-27 13:00:00+05:30,1.11,3.68,35.0,0.0216,30.7,26.0,57.3,44.8,229.0,1.7,,
2025-07-27 14:00:00+05:30,1.07,2.53,31.9,0.019,30.6,24.0,55.3,45.3,229.0,1.7,,
