Local Time,CO,NO,NO2,NOX,O3,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,NH3
2025-08-15 02:00:00+05:30,0.65,8.23,15.1,0.0148,,16.3,93.0,27.8,110.0,0.75,,,
2025-08-15 03:00:00+05:30,0.54,13.1,12.5,0.0173,22.4,14.5,,27.5,,,,,
2025-08-15 04:00:00+05:30,0.515,11.2,12.1,0.0155,29.1,15.5,93.0,27.6,95.0,0.75,,,
2025-08-15 05:00:00+05:30,0.57,10.7,9.9,0.014,34.9,12.8,93.0,27.9,95.3,0.75,,,
2025-08-15 06:00:00+05:30,0.778,6.28,13.9,0.0125,38.6,9.75,93.0,28.1,117.0,0.75,,,
2025-08-15 07:00:00+05:30,0.848,8.83,14.7,0.015,44.4,12.3,93.0,28.3,100.0,0.8,,,
2025-08-15 08:00:00+05:30,0.9,8.73,16.2,0.0157,41.9,14.0,93.0,28.6,148.0,0.825,,,
2025-08-15 09:00:00+05:30,0.868,5.95,20.8,0.016,41.4,18.3,91.8,29.3,169.0,1.0,,,
2025-08-15 10:00:00+05:30,0.81,4.28,15.6,0.0118,26.7,22.8,83.3,30.9,184.0,1.33,,,
2025-08-15 11:00:00+05:30,0.827,5.3,14.5,0.0109,42.6,24.3,83.3,30.5,212.0,1.33,,,
2025-08-15 12:00:00+05:30,0.668,3.95,10.1,0.0086,24.2,19.3,85.3,29.8,194.0,1.28,,,
2025-08-15 13:00:00+05:30,0.658,3.8,11.7,0.0093,24.5,10.3,83.8,29.9,175.0,1.03,,,
2025-08-15 14:00:00+05:30,0.703,5.28,15.6,0.0126,27.4,9.0,80.8,30.6,163.0,0.975,,,
2025-08-15 15:00:00+05:30,0.623,4.1,10.5,0.00895,26.3,13.3,80.3,30.4,104.0,1.18,,,
2025-08-16 11:00:00+05:30,0.0,0.0,0.0,0.0,0.0,17.0,77.0,32.0,185.0,1.1,,,
2025-08-16 12:00:00+05:30,0.747,2.58,12.0,0.0085,3.0,16.0,74.0,32.6,163.0,1.13,,,
2025-08-16 13:00:00+05:30,1.1,11.0,33.2,0.0266,18.7,17.5,74.0,32.8,218.0,0.9,,,
2025-08-16 14:00:00+05:30,0.993,5.87,27.8,0.0195,10.6,21.0,67.0,33.9,128.0,1.1,,,
2025-08-16 15:00:00+05:30,0.965,3.5,21.5,0.0143,12.4,20.3,63.0,35.0,115.0,1.9,,,
2025-08-16 16:00:00+05:30,1.11,4.45,20.4,0.0145,4.6,25.0,,,,,,,
2025-08-16 17:00:00+05:30,1.11,4.75,25.3,0.0173,4.6,24.0,77.7,31.9,146.0,1.67,,,
2025-08-16 18:00:00+05:30,0.958,5.05,31.6,0.0209,,21.3,88.0,29.6,165.0,1.05,,,
2025-08-16 19:00:00+05:30,1.13,5.25,40.2,0.0257,13.3,15.5,88.0,29.2,153.0,0.95,,,
2025-08-16 20:00:00+05:30,1.39,8.83,34.8,0.0257,7.5,22.3,88.0,29.1,139.0,0.9,,,
2025-08-16 21:00:00+05:30,2.32,49.0,35.4,0.0587,6.8,22.5,88.8,29.0,171.0,0.775,,,
2025-08-16 22:00:00+05:30,2.29,52.9,23.8,0.0557,6.5,28.3,89.0,28.8,108.0,0.7,,,
2025-08-16 23:00:00+05:30,1.93,38.7,23.0,0.0437,5.98,23.3,89.5,28.6,116.0,0.675,,,
2025-08-17 00:00:00+05:30,1.41,38.2,11.4,0.0371,5.77,24.0,90.0,28.4,91.0,0.7,,,
2025-08-17 01:00:00+05:30,1.31,54.3,13.5,0.0514,5.7,23.5,90.0,28.4,114.0,0.7,,,
2025-08-17 02:00:00+05:30,1.16,49.3,11.0,0.046,,22.3,90.0,28.3,125.0,0.65,,,
2025-08-17 03:00:00+05:30,1.04,45.4,5.4,0.0398,6.4,23.0,90.5,28.2,68.8,0.725,,,
2025-08-17 04:00:00+05:30,0.848,42.4,8.05,0.0387,6.25,22.8,90.8,28.2,87.5,0.7,,,
2025-08-17 05:00:00+05:30,0.687,30.4,8.98,0.0294,3.6,22.3,90.0,28.3,85.3,0.75,,,
2025-08-17 06:00:00+05:30,0.79,16.15,13.8,0.02045,5.800000000000001,21.25,90.0,28.4,141.0,0.7,,,
2025-08-17 07:00:00+05:30,0.828,8.95,19.7,0.0178,2.87,16.3,89.8,28.6,185.0,0.75,,,
2025-08-17 08:00:00+05:30,0.763,8.65,19.4,0.0174,4.65,16.0,85.3,30.2,207.0,1.15,,,
2025-08-17 09:00:00+05:30,0.78,6.15,14.5,0.0127,4.0,14.5,81.0,31.3,203.0,1.13,,,
2025-08-17 10:00:00+05:30,0.768,5.45,16.3,0.0131,4.7,20.0,76.8,32.2,214.0,1.35,,,
2025-08-17 11:00:00+05:30,0.727,4.25,13.2,0.0105,2.47,23.3,70.0,33.5,221.0,1.5,,,
2025-08-17 12:00:00+05:30,0.71,4.2,12.8,0.0102,5.1,23.5,64.3,34.4,205.0,1.55,,,
2025-08-17 13:00:00+05:30,0.69,3.85,12.4,0.00973,9.73,23.5,64.8,33.9,206.0,1.5,,,
2025-08-17 14:00:00+05:30,0.685,4.3,12.0,0.00983,10.8,26.0,59.5,35.3,185.0,1.68,,,
2025-08-17 15:00:00+05:30,0.723,4.3,12.2,0.00998,9.68,20.0,74.8,32.1,175.0,1.33,,,
2025-08-17 16:00:00+05:30,0.828,4.95,20.3,0.0148,8.23,19.0,88.0,29.6,155.0,1.38,,,
2025-08-17 17:00:00+05:30,0.81,4.08,25.1,0.0167,7.03,15.0,87.8,29.0,128.0,1.13,,,
2025-08-17 18:00:00+05:30,1.08,7.23,37.5,0.0259,6.8,13.0,87.3,29.1,153.0,0.975,,,
2025-08-17 19:00:00+05:30,1.26,8.4,48.5,0.0327,7.68,16.8,87.0,29.0,171.0,0.975,,,
2025-08-17 20:00:00+05:30,1.51,11.8,39.8,0.0308,7.6,20.0,88.5,28.6,142.0,0.775,,,
2025-08-17 21:00:00+05:30,1.66,15.7,44.9,0.0367,7.1,24.3,89.0,28.6,155.0,0.767,,,
2025-08-17 22:00:00+05:30,1.57,20.7,24.4,0.0298,6.38,27.3,90.3,28.4,133.0,0.7,,,
2025-08-17 23:00:00+05:30,1.57,27.1,23.1,0.0343,6.93,26.8,90.5,28.4,110.0,0.825,,,
2025-08-18 00:00:00+05:30,1.35,24.2,23.4,0.0321,6.93,23.0,90.0,28.4,118.0,0.7,,,
2025-08-18 01:00:00+05:30,1.35,33.5,16.4,0.0359,7.25,22.0,90.5,28.4,139.0,0.7,,,
2025-08-18 02:00:00+05:30,1.2,30.7,17.5,0.0343,,21.5,90.5,28.4,136.0,0.7,,,
2025-08-18 03:00:00+05:30,0.69,7.7,20.6,0.0172,3.03,19.8,89.3,28.5,231.0,0.925,,,
2025-08-18 04:00:00+05:30,0.66,8.93,17.7,0.0167,3.98,17.8,89.5,28.4,152.0,0.725,,,
2025-08-18 05:00:00+05:30,0.667,9.48,15.8,0.0161,4.23,14.5,90.0,28.4,190.0,1.08,,,
2025-08-18 06:00:00+05:30,0.603,3.9,10.3,0.00865,5.08,16.3,93.0,28.0,128.0,0.8,,,
2025-08-18 08:00:00+05:30,1.01,14.0,27.4,0.026,4.8,14.0,89.5,29.3,211.0,1.2,,,
2025-08-18 09:00:00+05:30,0.923,9.35,24.9,0.0209,7.05,17.5,86.8,30.2,206.0,1.45,,,
2025-08-18 10:00:00+05:30,0.96,8.03,23.4,0.019,6.48,22.3,83.8,30.7,219.0,1.65,,,
2025-08-18 11:00:00+05:30,0.957,6.83,20.2,0.0163,8.37,26.3,79.8,31.5,182.0,1.73,,,
2025-08-18 12:00:00+05:30,0.793,5.9,18.3,0.0145,0.5,37.3,73.0,32.7,172.0,2.05,,,
2025-08-18 13:00:00+05:30,0.808,4.33,16.7,0.0124,,37.0,68.3,33.3,180.0,2.35,,,
2025-08-18 14:00:00+05:30,0.74,3.93,13.0,0.0101,20.5,24.5,63.3,34.2,201.0,1.9,,,
2025-08-18 15:00:00+05:30,0.79,3.8,14.4,0.0107,33.5,22.5,63.5,33.7,205.0,1.75,,,
2025-08-18 16:00:00+05:30,0.703,4.15,13.0,0.0103,45.3,19.5,62.0,33.9,203.0,1.95,,,
2025-08-18 17:00:00+05:30,0.77,4.58,15.8,0.0121,42.4,11.8,60.0,33.8,204.0,1.73,,,
2025-08-18 18:00:00+05:30,0.63,4.33,21.2,0.0148,20.4,12.3,62.8,33.1,211.0,1.45,,,
2025-08-18 19:00:00+05:30,0.858,3.5,32.2,0.02,17.6,17.0,70.8,31.5,230.0,1.18,,,
2025-08-18 20:00:00+05:30,1.09,6.93,34.8,0.0241,,20.5,83.8,29.8,141.0,0.775,,,
2025-08-18 21:00:00+05:30,1.52,12.9,40.3,0.0319,3.8,22.8,87.0,29.2,147.0,0.725,,,
2025-08-18 22:00:00+05:30,1.48,14.9,35.8,0.0311,14.5,24.8,88.0,28.9,157.0,0.75,,,
2025-08-18 23:00:00+05:30,1.3,8.85,39.0,0.0279,25.5,23.0,87.8,28.9,162.0,0.775,,,
2025-08-19 00:00:00+05:30,1.12,9.73,25.6,0.0215,29.3,20.0,88.3,28.7,125.0,0.733,,,
2025-08-19 01:00:00+05:30,0.97,17.6,25.5,0.0278,14.2,19.5,90.0,28.6,145.0,0.7,,,
2025-08-19 02:00:00+05:30,0.873,13.0,14.9,0.0185,,19.3,89.5,28.7,77.0,0.775,,,
2025-08-19 03:00:00+05:30,0.68,11.8,15.5,0.0179,4.15,16.3,89.0,28.7,99.5,0.7,,,
2025-08-19 04:00:00+05:30,0.635,13.5,9.93,0.0163,14.2,13.8,89.3,28.7,81.0,0.7,,,
2025-08-19 05:00:00+05:30,0.633,14.2,9.95,0.0169,18.4,14.8,89.8,28.6,98.3,0.725,,,
2025-08-19 06:00:00+05:30,0.758,11.0,19.1,0.0192,10.8,19.5,89.3,28.8,164.0,0.75,,,
2025-08-19 07:00:00+05:30,0.79,9.85,24.1,0.0208,15.3,19.0,87.3,29.2,189.0,0.95,,,
2025-08-19 08:00:00+05:30,0.853,8.13,23.4,0.0191,10.3,21.0,82.3,30.6,202.0,1.18,,,
2025-08-19 09:00:00+05:30,0.808,6.23,21.2,0.0163,20.1,17.5,75.8,32.0,210.0,1.48,,,
2025-08-19 10:00:00+05:30,0.725,5.4,15.0,0.0124,51.6,15.5,66.0,33.6,214.0,1.8,,,
2025-08-19 11:00:00+05:30,0.753,5.03,13.8,0.0114,47.4,15.0,63.5,33.7,207.0,1.68,,,
2025-08-19 12:00:00+05:30,0.745,3.6,8.38,0.00738,46.8,15.5,55.3,35.2,221.0,2.15,,,
2025-08-19 13:00:00+05:30,0.743,3.35,5.9,0.00585,33.0,8.25,50.8,36.2,184.0,1.95,,,
2025-08-19 14:00:00+05:30,0.763,3.73,10.2,0.00845,32.8,11.5,64.5,32.9,204.0,2.33,,,
2025-08-19 15:00:00+05:30,0.788,4.0,12.8,0.0101,11.0,16.5,92.3,28.4,130.0,1.05,,,
2025-08-19 16:00:00+05:30,1.31,10.6,39.4,0.0295,38.4,10.3,88.8,29.8,164.0,1.15,,,
2025-08-19 17:00:00+05:30,1.25,8.45,32.3,0.024,61.5,13.5,88.0,30.3,149.0,0.775,,,
2025-08-19 18:00:00+05:30,1.32,6.28,42.3,0.0276,27.5,13.0,86.0,30.5,138.0,1.08,,,
2025-08-19 19:00:00+05:30,1.17,5.6,43.3,0.0276,63.3,19.5,85.0,29.6,151.0,1.58,,,
2025-08-19 20:00:00+05:30,1.13,5.03,39.6,0.0251,14.0,26.5,86.8,29.0,172.0,1.15,,,
2025-08-19 21:00:00+05:30,1.19,6.7,42.7,0.0282,15.8,17.0,88.0,28.9,162.0,1.03,,,
2025-08-19 22:00:00+05:30,1.4,16.7,32.1,0.0306,3.6,19.5,89.5,28.8,139.0,0.725,,,
2025-08-19 23:00:00+05:30,1.52,25.2,14.9,0.0284,21.9,17.8,91.8,28.5,117.0,0.65,,,
2025-08-20 00:00:00+05:30,1.39,27.0,14.0,0.0294,,17.0,93.0,28.4,115.0,0.7,,,
2025-08-20 01:00:00+05:30,0.935,13.9,27.8,0.026,4.65,20.0,92.0,28.6,177.0,0.7,,,
2025-08-20 02:00:00+05:30,0.74,8.28,23.1,0.019,,17.5,91.8,28.6,172.0,0.8,,,
2025-08-20 03:00:00+05:30,0.49,8.6,25.6,0.0206,,17.5,89.5,28.7,210.0,0.95,,,
2025-08-20 04:00:00+05:30,0.568,5.73,24.1,0.0175,41.1,18.5,88.3,28.8,221.0,1.08,,,
2025-08-20 05:00:00+05:30,0.563,4.53,19.5,0.0141,28.9,17.0,88.0,28.7,221.0,1.15,,,
2025-08-20 06:00:00+05:30,0.565,3.68,17.6,0.0123,28.4,16.3,88.0,28.6,204.0,1.03,,,
2025-08-20 07:00:00+05:30,0.613,4.63,16.6,0.0126,24.5,13.3,87.0,28.9,204.0,1.1,,,
2025-08-20 08:00:00+05:30,0.733,6.45,20.6,0.0162,8.98,12.3,84.3,29.8,216.0,1.4,,,
2025-08-20 09:00:00+05:30,0.713,6.58,15.8,0.0137,9.58,16.0,77.8,31.4,211.0,1.7,,,
2025-08-20 10:00:00+05:30,0.658,7.0,16.9,0.0147,27.9,16.3,68.3,32.9,219.0,2.0,,,
2025-08-20 11:00:00+05:30,0.623,5.4,11.5,0.0106,21.1,16.0,63.8,33.6,218.0,2.08,,,
2025-08-20 12:00:00+05:30,0.653,3.93,8.35,0.00765,30.1,13.8,59.0,34.4,220.0,2.18,,,
2025-08-20 13:00:00+05:30,0.693,4.3,11.8,0.00975,21.8,15.5,59.0,34.3,206.0,2.1,,,
2025-08-20 14:00:00+05:30,0.73,4.8,10.6,0.0096,12.1,16.0,,,,,,,
2025-08-20 15:00:00+05:30,0.693,2.03,27.1,0.0161,23.5,21.5,59.0,35.6,229.0,2.85,,,
2025-08-20 16:00:00+05:30,0.685,1.1,24.0,0.0137,13.4,17.8,57.5,35.8,230.0,2.83,,,
2025-08-20 17:00:00+05:30,0.667,2.05,25.8,0.0141,14.5,10.3,58.5,35.5,223.0,2.58,,,
2025-08-20 18:00:00+05:30,0.67,0.967,28.7,0.0157,28.0,10.3,63.0,34.5,203.0,2.43,,,
2025-08-20 19:00:00+05:30,0.785,0.3,37.6,0.0197,16.7,17.3,70.8,33.0,211.0,2.33,,,
2025-08-20 20:00:00+05:30,1.14,1.18,54.6,0.03,23.8,18.3,81.0,31.6,227.0,2.03,,,
2025-08-20 21:00:00+05:30,1.14,1.07,48.6,0.0265,28.8,20.5,84.3,31.2,226.0,2.15,,,
2025-08-20 22:00:00+05:30,0.938,0.7,38.8,0.0207,19.0,23.8,86.0,31.0,222.0,2.2,,,
2025-08-20 23:00:00+05:30,0.793,0.8,32.9,0.0179,21.4,18.3,85.8,30.9,224.0,2.05,,,
2025-08-21 00:00:00+05:30,0.79,2.13,38.6,0.0223,13.7,13.0,87.0,30.7,237.0,1.93,,,
2025-08-21 01:00:00+05:30,0.67,1.3,34.6,0.0195,21.0,17.0,88.0,30.6,222.0,2.05,,,
2025-08-21 02:00:00+05:30,0.635,0.467,28.9,0.0157,,15.5,88.0,30.5,229.0,2.25,,,
2025-08-21 03:00:00+05:30,0.61,1.2,27.4,0.0156,21.7,13.3,89.8,30.2,211.0,1.98,,,
2025-08-21 04:00:00+05:30,0.613,0.933,32.5,0.0177,,12.3,90.8,29.9,194.0,1.75,,,
2025-08-21 05:00:00+05:30,0.627,2.65,35.3,0.0209,2.4,15.3,93.5,29.4,129.0,1.6,,,
2025-08-21 06:00:00+05:30,0.723,3.33,38.6,0.0233,31.8,14.0,93.0,29.5,202.0,1.78,,,
2025-08-21 07:00:00+05:30,0.738,2.75,33.7,0.0201,17.6,16.3,90.5,30.0,224.0,2.1,,,
2025-08-21 08:00:00+05:30,0.77,4.35,30.2,0.0196,6.9,13.5,85.0,31.3,219.0,2.68,,,
2025-08-21 09:00:00+05:30,0.783,2.2,30.1,0.0178,16.2,13.0,78.0,32.7,233.0,2.8,,,
2025-08-21 10:00:00+05:30,0.81,2.03,29.1,0.0172,38.6,16.0,72.5,33.5,224.0,2.9,,,
2025-08-21 11:00:00+05:30,0.71,1.98,28.1,0.0165,30.4,16.3,68.8,34.3,229.0,2.93,,,
2025-08-21 12:00:00+05:30,0.563,1.18,23.9,0.0137,32.2,17.3,64.0,35.3,216.0,2.88,,,
2025-08-21 13:00:00+05:30,0.56,1.7,26.3,0.0154,27.5,18.0,58.0,36.6,208.0,2.6,,,
2025-08-21 14:00:00+05:30,0.508,1.4,22.8,0.0117,33.8,15.0,59.0,36.0,240.0,2.88,,,
2025-08-21 15:00:00+05:30,0.495,0.5,24.5,0.0135,42.7,23.5,58.5,35.9,222.0,2.45,,,
2025-08-21 16:00:00+05:30,0.683,1.07,31.2,0.0174,,35.5,84.3,31.5,197.0,2.68,,,
2025-08-21 17:00:00+05:30,0.78,0.1,28.0,0.0148,10.9,25.5,90.8,31.3,95.0,2.2,,,
2025-08-21 18:00:00+05:30,0.898,0.35,35.9,0.0186,,17.0,77.8,34.2,107.0,1.65,,,
2025-08-21 19:00:00+05:30,0.885,,38.3,0.0178,3.83,14.5,91.0,31.1,158.0,1.85,,,
2025-08-21 20:00:00+05:30,1.61,18.7,51.9,0.0385,,17.5,94.5,30.1,187.0,1.65,,,
2025-08-21 21:00:00+05:30,1.47,10.2,45.6,0.0325,12.7,21.0,95.0,30.1,71.5,1.7,,,
2025-08-21 22:00:00+05:30,1.42,9.18,34.6,0.0259,11.7,17.8,96.0,29.8,110.0,1.63,,,
2025-08-21 23:00:00+05:30,1.7,36.2,24.2,0.0423,0.1,18.5,96.5,29.7,86.5,1.6,,,
2025-08-22 00:00:00+05:30,1.81,67.9,19.2,0.0654,24.0,23.0,96.7,29.5,148.0,1.53,,,
2025-08-22 01:00:00+05:30,1.39,34.8,23.4,0.0408,18.3,20.0,97.5,29.2,65.0,1.75,,,
2025-08-22 02:00:00+05:30,1.27,29.1,23.8,0.0363,,21.3,98.0,29.1,105.0,1.58,,,
2025-08-22 03:00:00+05:30,1.11,24.8,26.0,0.034,19.4,18.8,97.5,29.1,71.5,1.68,,,
2025-08-22 04:00:00+05:30,0.975,16.3,25.4,0.0268,20.1,19.0,98.0,29.0,67.8,1.73,,,
2025-08-22 05:00:00+05:30,0.86,8.58,26.7,0.0212,17.3,20.8,98.0,29.0,81.0,1.68,,,
2025-08-22 06:00:00+05:30,1.07,20.1,34.4,0.0346,12.4,18.8,98.0,29.0,87.5,1.88,,,
2025-08-22 07:00:00+05:30,1.03,24.6,23.9,0.0327,5.93,22.3,97.0,29.4,69.8,1.58,,,
2025-08-22 08:00:00+05:30,1.05,15.3,42.3,0.0349,,19.5,93.8,30.4,102.0,1.95,,,
2025-08-22 09:00:00+05:30,1.22,4.77,60.4,0.0347,2.7,32.0,89.0,31.9,134.0,1.98,,,
2025-08-22 10:00:00+05:30,1.07,1.6,49.5,0.0254,13.3,45.8,76.8,33.9,176.0,2.03,,,
2025-08-22 11:00:00+05:30,0.987,,49.9,0.0251,20.1,42.0,72.3,34.3,209.0,1.95,,,
2025-08-22 12:00:00+05:30,0.73,5.1,22.3,0.016,15.1,42.5,64.8,35.7,168.0,2.35,,,
2025-08-22 13:00:00+05:30,0.747,4.43,17.8,0.0131,13.5,44.0,73.0,33.9,96.3,3.33,,,
2025-08-22 14:00:00+05:30,0.653,6.3,17.5,0.0144,7.0,33.0,80.7,32.5,103.0,2.63,,,
2025-08-22 15:00:00+05:30,0.57,1.4,23.7,0.0137,30.7,33.8,84.0,31.7,88.5,2.43,,,
2025-08-22 16:00:00+05:30,0.653,0.85,23.2,0.0125,20.5,31.8,84.0,31.7,93.3,2.48,,,
2025-08-22 17:00:00+05:30,0.73,0.3,30.9,0.0167,21.2,19.0,82.0,32.2,99.0,2.6,,,
2025-08-22 18:00:00+05:30,0.95,,38.0,0.0182,17.6,30.0,80.0,32.9,186.0,1.7,,,
2025-08-22 19:00:00+05:30,1.05,0.775,39.8,0.0218,18.2,27.8,87.8,31.2,147.0,1.55,,,
2025-08-22 20:00:00+05:30,1.16,9.4,28.0,0.0225,11.3,25.5,92.5,30.1,111.0,1.63,,,
2025-08-22 23:00:00+05:30,1.89,54.8,9.1,0.0494,11.3,33.0,94.3,29.6,66.3,1.6,,,
2025-08-23 00:00:00+05:30,1.57,59.0,7.57,0.052,10.8,31.0,95.0,29.5,110.0,1.53,,,
2025-08-23 01:00:00+05:30,1.15,43.6,11.3,0.0414,9.15,27.0,95.0,29.5,130.0,1.5,,,
2025-08-23 02:00:00+05:30,0.93,42.1,9.47,0.0377,,26.3,94.8,29.6,97.8,1.6,,,
2025-08-23 03:00:00+05:30,0.37,9.0,33.1,0.0249,7.4,30.5,93.8,29.7,170.0,1.63,,,
2025-08-23 04:00:00+05:30,0.303,6.43,22.9,0.0174,10.4,21.8,92.3,29.9,218.0,1.95,,,
2025-08-23 05:00:00+05:30,0.263,5.53,13.6,0.0118,12.8,15.0,91.3,29.8,209.0,1.95,,,
2025-08-23 06:00:00+05:30,0.455,6.23,13.7,0.0123,10.8,9.75,93.0,29.3,163.0,1.58,,,
2025-08-23 07:00:00+05:30,0.5,9.75,13.1,0.0149,11.1,12.3,92.5,29.8,125.0,1.75,,,
2025-08-23 08:00:00+05:30,0.58,10.8,23.4,0.0212,11.9,14.0,86.8,31.1,204.0,1.83,,,
2025-08-23 09:00:00+05:30,0.568,11.3,24.8,0.0223,13.1,17.8,79.5,32.5,211.0,2.3,,,
2025-08-23 10:00:00+05:30,0.575,9.73,28.3,0.023,16.7,22.0,70.0,34.0,238.0,2.58,,,
2025-08-23 11:00:00+05:30,0.577,5.37,17.9,0.0139,19.3,25.3,65.0,35.0,227.0,2.8,,,
2025-08-23 12:00:00+05:30,0.763,5.0,15.7,0.0124,26.0,21.8,66.8,34.6,225.0,2.48,,,
2025-08-23 13:00:00+05:30,0.87,6.25,19.3,0.0154,13.7,26.5,78.5,32.7,194.0,2.15,,,
2025-08-23 14:00:00+05:30,0.773,5.28,15.8,0.0127,30.3,23.5,65.5,35.4,241.0,3.03,,,
2025-08-23 15:00:00+05:30,0.763,5.85,15.2,0.0129,24.1,20.3,63.8,35.3,227.0,2.63,,,
2025-08-23 16:00:00+05:30,0.743,5.93,13.2,0.0118,20.8,21.5,84.5,31.7,162.0,2.18,,,
2025-08-23 17:00:00+05:30,0.738,5.35,9.35,0.00935,20.9,13.8,93.0,30.6,90.0,2.3,,,
2025-08-23 18:00:00+05:30,0.863,5.95,30.2,0.0209,19.6,12.0,95.3,29.9,126.0,2.53,,,
2025-08-23 19:00:00+05:30,0.725,5.53,19.1,0.0147,16.9,9.75,97.3,29.3,125.0,2.28,,,
2025-08-23 20:00:00+05:30,0.893,3.9,32.9,0.0207,12.9,12.5,97.8,28.9,139.0,2.03,,,
2025-08-23 21:00:00+05:30,1.03,5.4,43.9,0.0278,11.9,12.8,97.3,28.9,160.0,2.03,,,
2025-08-23 22:00:00+05:30,1.27,8.67,48.0,0.0326,12.0,9.0,98.0,28.8,191.0,1.77,,,
2025-08-23 23:00:00+05:30,1.37,10.7,46.1,0.0333,11.5,10.8,97.8,28.8,209.0,1.7,,,
2025-08-24 00:00:00+05:30,1.28,10.4,44.4,0.032,10.9,16.0,98.0,28.6,188.0,1.67,,,
2025-08-24 01:00:00+05:30,1.38,27.4,41.6,0.0444,9.55,13.5,97.0,28.7,164.0,2.05,,,
2025-08-24 02:00:00+05:30,1.15,21.1,38.0,0.0374,,11.3,97.0,28.6,145.0,1.73,,,
2025-08-24 03:00:00+05:30,0.97,13.0,25.9,0.0243,11.7,12.5,97.0,28.8,139.0,1.7,,,
2025-08-24 04:00:00+05:30,0.86,8.88,28.8,0.0226,10.7,13.5,97.0,28.8,182.0,1.65,,,
2025-08-24 05:00:00+05:30,0.843,17.2,24.4,0.0269,11.0,12.3,97.0,28.8,185.0,1.6,,,
2025-08-24 06:00:00+05:30,0.673,23.2,15.2,0.027,11.7,13.3,97.0,28.8,141.0,1.63,,,
2025-08-24 07:00:00+05:30,0.805,34.7,6.38,0.0316,9.58,13.3,97.0,28.9,147.0,1.6,,,
2025-08-24 08:00:00+05:30,0.808,21.0,19.5,0.0274,7.87,13.8,97.3,29.6,212.0,1.75,,,
2025-08-24 09:00:00+05:30,0.76,14.2,20.5,0.0225,11.2,21.0,93.8,30.3,225.0,2.03,,,
2025-08-24 10:00:00+05:30,0.588,6.88,15.3,0.0137,13.0,16.8,85.8,32.3,237.0,2.73,,,
2025-08-24 11:00:00+05:30,0.565,5.55,8.63,0.00905,17.2,12.5,75.0,33.5,242.0,3.0,,,
2025-08-24 12:00:00+05:30,0.643,4.9,8.13,0.00833,19.6,10.5,69.8,34.0,242.0,2.98,,,
2025-08-24 13:00:00+05:30,0.718,5.48,10.5,0.00998,20.7,11.0,67.0,34.9,237.0,2.85,,,
2025-08-24 14:00:00+05:30,0.73,4.9,9.9,0.00923,21.2,16.3,65.5,35.0,208.0,2.7,,,
2025-08-24 15:00:00+05:30,0.755,5.2,12.5,0.0109,22.4,13.8,69.8,34.0,222.0,2.6,,,
2025-08-24 16:00:00+05:30,0.758,6.23,14.4,0.0128,20.2,13.8,76.8,32.6,224.0,2.8,,,
2025-08-24 17:00:00+05:30,0.743,4.73,14.7,0.0117,16.6,14.0,93.8,29.8,210.0,2.18,,,
2025-08-24 18:00:00+05:30,0.718,6.4,22.8,0.0173,14.8,8.0,93.3,29.8,229.0,2.05,,,
2025-08-24 19:00:00+05:30,0.858,7.25,30.3,0.022,11.6,9.0,91.3,30.0,193.0,1.8,,,
2025-08-24 20:00:00+05:30,0.875,6.38,23.4,0.0177,13.4,13.0,92.3,29.7,196.0,1.75,,,
2025-08-24 21:00:00+05:30,1.02,9.33,22.7,0.0196,11.6,16.8,93.5,29.2,147.0,1.55,,,
2025-08-24 22:00:00+05:30,1.08,14.4,20.2,0.0224,11.2,17.8,95.0,29.2,153.0,1.58,,,
2025-08-24 23:00:00+05:30,0.858,6.23,23.5,0.0176,11.5,13.8,93.5,29.2,169.0,1.65,,,
2025-08-25 00:00:00+05:30,0.817,7.77,20.7,0.0173,11.4,13.0,93.7,29.4,157.0,1.57,,,
2025-08-25 01:00:00+05:30,0.71,12.6,25.4,0.0238,10.7,13.5,94.0,29.3,135.0,1.65,,,
2025-08-25 02:00:00+05:30,0.65,7.53,26.6,0.0203,,13.5,91.8,29.5,235.0,1.93,,,
2025-08-25 03:00:00+05:30,0.48,3.9,15.8,0.0116,13.3,12.5,91.8,29.4,218.0,1.93,,,
2025-08-25 04:00:00+05:30,0.468,4.45,16.1,0.0122,12.7,13.3,92.0,29.3,222.0,2.08,,,
2025-08-25 05:00:00+05:30,0.455,5.4,14.2,0.0119,13.8,10.0,91.0,29.4,240.0,2.23,,,
2025-08-25 06:00:00+05:30,0.713,4.93,14.4,0.0116,14.1,8.5,93.8,29.3,221.0,2.3,,,
2025-08-25 07:00:00+05:30,0.785,5.3,16.5,0.0131,12.4,12.5,97.3,29.1,243.0,2.38,,,
2025-08-25 08:00:00+05:30,0.845,6.35,22.2,0.017,12.5,10.5,98.0,29.2,240.0,2.48,,,
2025-08-25 09:00:00+05:30,0.943,7.9,19.0,0.0165,11.2,9.5,97.3,29.4,222.0,2.18,,,
2025-08-25 10:00:00+05:30,1.07,8.4,23.9,0.0196,13.6,11.0,94.0,29.7,227.0,2.33,,,
2025-08-25 11:00:00+05:30,1.05,9.33,26.0,0.0214,14.2,13.0,89.5,30.4,235.0,2.6,,,
2025-08-25 12:00:00+05:30,0.735,7.75,17.3,0.0155,15.4,15.0,91.0,29.9,237.0,2.4,,,
2025-08-25 13:00:00+05:30,0.73,6.38,15.1,0.0132,15.9,11.5,91.3,30.1,232.0,2.48,,,
